,university,career,inscription_date,last_name,first_name,gender,age,location,email,postal_code
447,universidad tecnológica nacional,medicina,2020-09-01,michael johnson,nan,male,28.0,cantera_villalonga,vpage@yahoo.com,8504
448,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-23,kelly hess,nan,female,110.0,colonia_la_gaviota,bryantpatricia@gmail.com,6354
449,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-28,kristopher clements,nan,male,71.0,ingeniero_thompson,jonestamara@gmail.com,6337
450,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-24,sergio ramos,nan,male,61.0,puesto_de_isla,smithwilliam@gmail.com,3487
451,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-29,heather gonzalez,nan,female,22.0,arturo_almaraz,cody79@gmail.com,6330
452,universidad tecnológica nacional,ingeniería electrónica,2020-10-13,corey murray,nan,male,37.0,buena_nueva,ashley32@hotmail.com,5523
453,universidad tecnológica nacional,técnico para bioterios,2020-09-18,gary watkins,nan,male,53.0,cameron,hollybrown@gmail.com,9017
454,universidad tecnológica nacional,licenciatura en musicoterapia,2020-09-11,john wagner,nan,male,34.0,arroyo_san_juan,blakemary@yahoo.com,3409
455,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-11,barbara sparks,nan,female,42.0,baradero,jason73@yahoo.com,2942
456,universidad tecnológica nacional,licenciatura en administración,2020-10-16,lisa frye,nan,female,105.0,alto_del_salvador,xmcdonald@yahoo.com,5570
457,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-31,christopher perkins,nan,male,104.0,juan_vucetich_ex_dr_r_levene,andrewowen@gmail.com,1894
458,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-26,caleb page,nan,male,96.0,banda_florida,johnathanbradley@gmail.com,5351
459,universidad tecnológica nacional,licenciatura en artes,2020-10-03,james johnson,nan,male,67.0,carreras,shirleymedina@yahoo.com,2729
460,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-16,alison scott,nan,female,20.0,la_querencia,lphillips@hotmail.com,2912
461,universidad tecnológica nacional,licenciatura en administración,2020-11-18,laurie holmes,nan,female,115.0,cabreria,griffithtraci@gmail.com,4655
462,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-06,erin caldwell,nan,female,78.0,aguapey,douglas95@gmail.com,3342
463,universidad tecnológica nacional,bioquímica,2021-01-31,david garrett,nan,male,105.0,cerrillos_al_sud,christian47@yahoo.com,5501
464,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-08,brittney hines,nan,female,52.0,alpachiri,justinroberts@gmail.com,4149
465,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-08,brittney hines,nan,female,52.0,alpachiri,justinroberts@gmail.com,6309
466,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-04,brittany freeman,nan,female,18.0,san_antonio_de_padua,glenn53@yahoo.com,1718
467,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-03,rachel marsh,nan,female,70.0,wheelwright,chandlerjessica@hotmail.com,2722
468,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-16,kelly daniels,nan,male,87.0,manuel_ocampo,davidsonmichael@hotmail.com,2713
469,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-25,angela chavez,nan,female,35.0,cabure,sandraparsons@hotmail.com,3371
470,universidad tecnológica nacional,ingeniería mecánica,2020-11-24,susan powell dds,nan,female,79.0,achiras,jason10@yahoo.com,3246
471,universidad tecnológica nacional,diseño industrial,2020-12-25,andrea martinez,nan,female,80.0,alcaraz_norte,tonythompson@hotmail.com,3136
472,universidad tecnológica nacional,licenciatura en artes,2020-09-30,chad logan,nan,male,20.0,baños_lunlunta,robertswesley@hotmail.com,5507
473,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-02,brandi wheeler,nan,female,33.0,cortines,tlong@gmail.com,6712
474,universidad tecnológica nacional,medicina,2020-12-11,benjamin sampson,nan,male,74.0,paso_telegrafo,amandakhan@gmail.com,3194
475,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-16,vickie jones,nan,female,101.0,bajo_las_tunas,xrodriguez@hotmail.com,3017
476,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-15,dylan reyes,nan,male,51.0,algarrobo,eric32@hotmail.com,2935
477,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-15,dylan reyes,nan,male,51.0,algarrobo,eric32@hotmail.com,3441
478,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-15,dylan reyes,nan,male,51.0,algarrobo,eric32@hotmail.com,6531
479,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-15,dylan reyes,nan,male,51.0,algarrobo,eric32@hotmail.com,8136
480,universidad tecnológica nacional,ingeniería mecánica,2021-01-26,ricky carlson,nan,male,35.0,barrio_belgrano,janegibson@gmail.com,4146
481,universidad tecnológica nacional,ingeniería en informática,2021-01-23,christopher henderson,nan,male,112.0,el_hoyo,kristinapearson@yahoo.com,8431
482,universidad tecnológica nacional,ingeniería electrónica,2020-12-15,adam bridges,nan,male,63.0,las_hermanas,dennis12@hotmail.com,7412
483,universidad tecnológica nacional,farmacia,2020-09-19,teresa gordon,nan,female,31.0,canal_15_cerro_de_la_gloria,sgarrett@gmail.com,7114
484,universidad tecnológica nacional,técnico para bioterios,2021-02-01,james hansen,nan,male,78.0,garcia_del_rio,ryan91@gmail.com,8162
485,universidad tecnológica nacional,ingeniería electrónica,2021-01-18,melissa dunn,nan,female,81.0,el_pino,stacygraves@gmail.com,1907
486,universidad tecnológica nacional,licenciatura en sociología,2021-01-05,lawrence thomas,nan,male,87.0,paso_de_los_andes,dking@hotmail.com,5503
487,universidad tecnológica nacional,licenciatura en psicología,2020-12-08,johnny thomas,nan,male,70.0,gente_grande,abaker@hotmail.com,8379
488,universidad tecnológica nacional,ingeniería electrónica,2020-11-22,megan alvarez,nan,female,77.0,campana,tom37@gmail.com,2804
489,universidad tecnológica nacional,medicina,2020-12-22,lindsay smith,nan,female,39.0,caracoles,hooperpatrick@hotmail.com,5557
490,universidad tecnológica nacional,agronomía,2020-11-06,angel nelson,nan,female,85.0,banfield,floresedwin@hotmail.com,1828
491,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-11,felicia harris,nan,female,89.0,colonia_belgrano,briana28@hotmail.com,2257
492,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-07,cameron taylor,nan,male,103.0,barrio_chapadmalal,terrance51@gmail.com,7605
493,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-24,charles hess,nan,male,47.0,antonio_tomas,ryanbrown@yahoo.com,3125
494,universidad tecnológica nacional,licenciatura en psicología,2021-01-03,kristine martinez,nan,female,96.0,arroyo_palmar,kellerrobin@gmail.com,3218
495,universidad tecnológica nacional,ingeniería mecánica,2021-01-21,danielle edwards,nan,female,99.0,colhue_huapi,shill@yahoo.com,9021
496,universidad tecnológica nacional,técnico para bioterios,2021-01-01,angela hill,nan,female,67.0,colonia_monte_la_plata,lisasolomon@gmail.com,8144
497,universidad tecnológica nacional,ingeniería mecánica,2020-12-15,alexander mathews,nan,male,61.0,22_de_mayo,brownjohn@gmail.com,2124
498,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-31,gerald white,nan,male,40.0,el_carbalino,jessica69@hotmail.com,5592
499,universidad tecnológica nacional,actuario,2020-09-28,sarah ramirez,nan,female,104.0,estancia_las_gamas,moorejeffrey@gmail.com,2723
500,universidad tecnológica nacional,actuario,2020-09-28,sarah ramirez,nan,female,104.0,estancia_las_gamas,moorejeffrey@gmail.com,3057
501,universidad tecnológica nacional,licenciatura en artes,2020-12-02,joshua rogers,nan,male,76.0,el_bombero,taylorjohnson@gmail.com,7507
502,universidad tecnológica nacional,medicina,2020-10-15,steven strickland,nan,male,99.0,alcaraz_sud,whitney32@yahoo.com,3137
503,universidad tecnológica nacional,ingeniería electrónica,2020-10-05,george walsh,nan,male,75.0,el_gualicho,xchavez@hotmail.com,7200
504,universidad tecnológica nacional,agronomía,2021-01-05,mark herman,nan,male,58.0,arroyo_molino,martinashley@gmail.com,3260
505,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-18,michael thompson,nan,male,68.0,angaco_norte,ortegadawn@yahoo.com,5415
506,universidad tecnológica nacional,licenciatura en artes,2020-09-16,kristen parker,nan,female,100.0,barrancon,simmonsthomas@gmail.com,3384
507,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-17,nicole nelson,nan,female,37.0,villa_eloisa,douglasandrews@gmail.com,2503
508,universidad tecnológica nacional,medicina,2021-01-12,thomas oliver,nan,male,22.0,aero_club_rosario,amylong@hotmail.com,2132
509,universidad tecnológica nacional,arquitectura,2020-10-29,heather brady,nan,female,114.0,juan_f_ibarra,maurice76@gmail.com,6551
510,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-08,shane logan,nan,male,81.0,alejandra,nferrell@hotmail.com,3051
511,universidad tecnológica nacional,licenciatura en psicología,2020-12-17,deborah mccoy,nan,female,106.0,bathurst_estacion,robertsjessica@hotmail.com,7540
512,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-01,wendy barnes,nan,female,67.0,la_isabel,valenciaholly@gmail.com,5743
513,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-04,cindy barron,nan,female,105.0,estacion_mazan,wagnerjohn@gmail.com,5313
514,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-02,paul cox,nan,male,60.0,alcete,brianingram@yahoo.com,3127
515,universidad tecnológica nacional,contador público,2020-10-13,samantha rose,nan,female,112.0,la_ribera,amanda07@gmail.com,5734
516,universidad tecnológica nacional,licenciatura en psicología,2021-01-03,lawrence barrera,nan,male,22.0,iraola,tinapark@hotmail.com,7009
517,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-20,melanie hall,nan,female,83.0,lavalle,raymondchristopher@gmail.com,5343
518,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-29,robert walls,nan,male,108.0,campo_coubert,eric06@yahoo.com,3056
519,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-24,patricia wagner,nan,female,31.0,4_de_febrero,gibbsdavid@gmail.com,2732
520,universidad tecnológica nacional,arquitectura,2020-11-12,scott bennett,nan,male,43.0,gaboto,kennethgarcia@yahoo.com,2208
521,universidad tecnológica nacional,ingeniería mecánica,2021-01-14,allen weber,nan,male,77.0,argerich,yruiz@gmail.com,8134
522,universidad tecnológica nacional,actuario,2020-12-09,valerie west,nan,female,34.0,chiclana,iwatson@gmail.com,6476
523,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-29,mackenzie martinez,nan,female,39.0,dos_hermanos,hollypollard@yahoo.com,6042
524,universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-02,angelica webster,nan,female,104.0,agua_botada,morganrachel@yahoo.com,5613
525,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-09,grace kirby,nan,female,96.0,abra_rica,becky42@hotmail.com,4178
526,universidad tecnológica nacional,diseño industrial,2021-01-27,alicia hill,nan,female,108.0,2_de_mayo,jenniferwillis@yahoo.com,3364
527,universidad tecnológica nacional,diseño industrial,2021-01-27,alicia hill,nan,female,108.0,2_de_mayo,jenniferwillis@yahoo.com,3722
528,universidad tecnológica nacional,licenciatura en psicología,2020-12-30,matthew johnson,nan,male,79.0,huanguelen,xroberts@hotmail.com,7545
529,universidad tecnológica nacional,licenciatura en ciencia política,2020-12-01,brian ali,nan,male,68.0,algarrobitos_1ro,jrodriguez@yahoo.com,3150
530,universidad tecnológica nacional,licenciatura en administración,2021-01-30,john bryant,nan,male,50.0,ingeniero_beaugey,maryavila@gmail.com,6457
531,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-10-23,jason morrison,nan,male,89.0,campo_largo,teresawallace@gmail.com,3716
532,universidad tecnológica nacional,licenciatura en artes,2021-01-25,brian thomas,nan,male,35.0,el_alto,hallen@yahoo.com,5577
533,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-27,sara hayes,nan,female,104.0,adolfo_rodriguez_saa,aromero@gmail.com,5777
534,universidad tecnológica nacional,medicina,2020-11-15,michael robertson,nan,male,76.0,san_mayol,moraneric@yahoo.com,7519
535,universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-24,patrick stephenson dvm,nan,male,56.0,capitan_castro,hbrown@gmail.com,6461
536,universidad tecnológica nacional,contador público,2020-10-13,paul jordan,nan,male,41.0,chanilao,amarshall@gmail.com,6201
537,universidad tecnológica nacional,contador público,2020-11-14,eric rogers,nan,male,103.0,cerrillos_al_sud,kaylee84@yahoo.com,5501
538,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-23,kathryn lucas,nan,female,51.0,langueyu,elizabeth86@yahoo.com,7151
539,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-15,kathryn smith,nan,female,61.0,cavour,pam05@gmail.com,3081
540,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-01,megan henderson,nan,female,64.0,la_california,david80@gmail.com,2520
541,universidad tecnológica nacional,diseño de imagen y sonido,2020-12-06,sean clements,nan,male,52.0,barrio_emir_ramon_juarez,qmorrison@gmail.com,7600
542,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-23,matthew taylor,nan,male,101.0,arroyo_canelon,krobinson@hotmail.com,1625
543,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-17,richard neal,nan,male,47.0,abra,smartinez@gmail.com,3414
544,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-17,richard neal,nan,male,47.0,abra,smartinez@gmail.com,3427
545,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,3445
546,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,3714
547,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,5417
548,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,5533
549,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,5831
550,universidad tecnológica nacional,contador público,2020-10-24,hannah pena,nan,female,109.0,9_de_julio,rmejia@yahoo.com,6500
551,universidad tecnológica nacional,contador público,2020-12-07,anthony gill,nan,male,111.0,el_araza,woodmary@hotmail.com,7249
552,universidad tecnológica nacional,ingeniería mecánica,2020-12-01,lisa brown,nan,female,53.0,chancay,jacobramos@gmail.com,6017
553,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-25,kim miller,nan,female,42.0,caraguatay,ldillon@gmail.com,3386
554,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-25,kim miller,nan,female,42.0,caraguatay,ldillon@gmail.com,3557
555,universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-26,david cole,nan,male,84.0,blaquier,robert51@gmail.com,6065
556,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-15,benjamin mitchell,nan,male,102.0,10_de_mayo,mcculloughjodi@hotmail.com,3705
557,universidad tecnológica nacional,ingeniería electrónica,2020-11-29,danielle harris,nan,female,114.0,alejandra,vincentnicholas@hotmail.com,3051
558,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell paul,nan,male,30.0,25_de_mayo,xhancock@yahoo.com,3363
559,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell paul,nan,male,30.0,25_de_mayo,xhancock@yahoo.com,4242
560,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell paul,nan,male,30.0,25_de_mayo,xhancock@yahoo.com,5615
561,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell paul,nan,male,30.0,25_de_mayo,xhancock@yahoo.com,6660
562,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,russell paul,nan,male,30.0,25_de_mayo,xhancock@yahoo.com,8201
563,universidad tecnológica nacional,diseño industrial,2020-09-16,elizabeth smith,nan,female,81.0,colonia_clara,amandacharles@gmail.com,3025
564,universidad tecnológica nacional,licenciatura en psicología,2021-01-15,caleb adams,nan,male,100.0,agua_del_simbol,dcollins@gmail.com,5261
565,universidad tecnológica nacional,ingeniería en informática,2020-11-05,brian howell,nan,male,62.0,angaco_norte,jamesallen@gmail.com,5415
566,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-09,robert douglas,nan,male,99.0,aldea_san_gregorio,katherine08@gmail.com,3287
567,universidad tecnológica nacional,ingeniería electrónica,2020-09-07,tyler robinson,nan,male,54.0,arroyo_canelon,westrebecca@gmail.com,1625
568,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-30,steven matthews,nan,male,70.0,colonia_mackinlay,graydaniel@gmail.com,2347
569,universidad tecnológica nacional,medicina,2020-12-11,christina gibson,nan,female,67.0,aguapey,yfoley@gmail.com,3342
570,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-15,stacey khan,nan,female,107.0,9_de_julio_kilometro_20,heidi38@yahoo.com,3380
571,universidad tecnológica nacional,ciencias veterinarias,2021-01-31,daniel kim,nan,male,30.0,centro_comunitario_cnia_nue,qconway@gmail.com,3118
572,universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-22,keith roman,nan,male,114.0,alcaraz_1ro,oscarchoi@yahoo.com,3144
573,universidad tecnológica nacional,bioquímica,2020-11-05,joshua harris,nan,male,92.0,almacen_castro,nmccarthy@gmail.com,2751
574,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-14,catherine kelley,nan,female,28.0,avena,lawsonjoshua@gmail.com,2449
575,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-05,jordan nguyen,nan,female,18.0,cabo_san_fermin,richardsonamanda@gmail.com,2703
576,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-09,leonard campbell,nan,male,61.0,colonia_beaufort,maryfox@gmail.com,6331
577,universidad tecnológica nacional,diseño industrial,2021-01-27,eric stout,nan,male,18.0,la_pelada,alexandria72@hotmail.com,3027
578,universidad tecnológica nacional,diseño de imagen y sonido,2020-11-17,david miller,nan,male,112.0,10_de_mayo,jeffreykelley@hotmail.com,3705
579,universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-03,dr. brandon frye dds,nan,male,105.0,atencio,butlersarah@hotmail.com,3187
580,universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-21,daniel warner md,nan,male,55.0,empalme_frontera,starkstacey@gmail.com,5553
581,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-15,daniel smith,nan,male,87.0,cushamen,jennifer24@yahoo.com,9211
582,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-17,aaron hansen,nan,male,113.0,alejandro_petion,michaelmacdonald@yahoo.com,1808
583,universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-27,linda bryant,nan,female,16.0,batelito,lacey88@hotmail.com,3451
584,universidad tecnológica nacional,contador público,2020-12-22,rebecca hooper,nan,female,91.0,casira,john66@gmail.com,4653
585,universidad tecnológica nacional,contador público,2020-10-06,brooke bailey,nan,female,25.0,cerana,udaniels@gmail.com,2202
586,universidad tecnológica nacional,licenciatura en ciencia política,2020-11-14,brian lopez,nan,male,49.0,alto_grande,kennethgreen@yahoo.com,5572
587,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-02-01,eric shaw,nan,male,91.0,doctor_domingo_harosteguy,lporter@yahoo.com,7212
588,universidad tecnológica nacional,contador público,2021-01-07,mark jones,nan,male,104.0,coronel_granada,william23@gmail.com,6062
589,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-04,richard livingston,nan,male,95.0,ampata,reiddarren@gmail.com,4174
590,universidad tecnológica nacional,agronomía,2020-12-22,larry taylor,nan,male,25.0,arroyo_las_minas,ystevens@yahoo.com,8415
591,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-19,jennifer hardin,nan,female,76.0,colpes,imcdowell@gmail.com,5319
592,universidad tecnológica nacional,técnico para bioterios,2020-11-26,thomas gillespie,nan,male,101.0,capitan_montoya,fordkathy@hotmail.com,5601
593,universidad tecnológica nacional,bioquímica,2020-09-16,mary harris,nan,female,76.0,centenario,daniel90@gmail.com,8309
594,universidad tecnológica nacional,agronomía,2020-10-18,daniel macias,nan,male,107.0,bernal_este,michaelmckay@gmail.com,1876
595,universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-08,melanie wilkins,nan,female,96.0,alberto_flores,jacobsonpamela@yahoo.com,5582
596,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-19,andre lewis,nan,male,77.0,anasagasti,kking@yahoo.com,6607
597,universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-21,carlos downs,nan,male,113.0,colonia_valdez,fsanchez@yahoo.com,2115
598,universidad tecnológica nacional,técnico para bioterios,2020-09-22,lori collins,nan,female,64.0,bañadito_viejo,morenowendy@yahoo.com,5709
599,universidad tecnológica nacional,diseño industrial,2021-01-18,joshua lawrence,nan,male,48.0,algarrobo,sarahpeterson@yahoo.com,2935
600,universidad tecnológica nacional,diseño industrial,2021-01-18,joshua lawrence,nan,male,48.0,algarrobo,sarahpeterson@yahoo.com,3441
601,universidad tecnológica nacional,diseño industrial,2021-01-18,joshua lawrence,nan,male,48.0,algarrobo,sarahpeterson@yahoo.com,6531
602,universidad tecnológica nacional,diseño industrial,2021-01-18,joshua lawrence,nan,male,48.0,algarrobo,sarahpeterson@yahoo.com,8136
603,universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-09,joel garcia,nan,male,43.0,colonia_hardy,stevensalexander@hotmail.com,3592
604,universidad tecnológica nacional,ingeniería electrónica,2020-11-27,elizabeth smith,nan,female,102.0,paso_telegrafo,wilkinsonjoseph@gmail.com,3194
605,universidad tecnológica nacional,diseño de imagen y sonido,2020-09-02,jessica parsons,nan,female,95.0,alto_de_las_arañas,moralesivan@hotmail.com,5519
606,universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-05,wesley bradley,nan,male,115.0,colonia_el_simbol,amy91@hotmail.com,3074
607,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-10,brandi evans,nan,female,110.0,el_guanaco,petersonnicole@gmail.com,6205
608,universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-10,david lawrence,nan,male,52.0,arroyo_corralito,wolfjenny@yahoo.com,3122
609,universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-08,john vasquez,nan,male,115.0,colonia_adolfo_alsina,christopher64@yahoo.com,3029
610,universidad tecnológica nacional,licenciatura en ciencia política,2020-09-18,chelsea ray,nan,female,59.0,basail,whitesean@yahoo.com,3516
611,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-15,taylor bennett,nan,female,28.0,campo_la_lima,matthewsmary@gmail.com,8150
612,universidad tecnológica nacional,licenciatura en sociología,2020-10-16,summer klein,nan,female,20.0,campo_del_norte_americano,chadcummings@gmail.com,8185
613,universidad tecnológica nacional,medicina,2020-10-22,john ford,nan,male,62.0,el_potrero,elizabeth32@yahoo.com,5321
614,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-20,kathryn jones,nan,female,101.0,abipones,tmorton@gmail.com,3042
615,universidad tecnológica nacional,técnico para bioterios,2020-11-09,katelyn alexander,nan,female,110.0,aconquija,timothy89@gmail.com,4107
616,universidad tecnológica nacional,técnico para bioterios,2020-11-09,katelyn alexander,nan,female,110.0,aconquija,timothy89@gmail.com,4743
617,universidad tecnológica nacional,contador público,2020-09-11,brian mason,nan,male,46.0,colonia_los_sauces,mwolf@gmail.com,3200
618,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,janice lara,nan,female,84.0,atreuco,alijulie@yahoo.com,6305
619,universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,janice lara,nan,female,84.0,atreuco,alijulie@yahoo.com,8371
620,universidad tecnológica nacional,ingeniería en informática,2020-11-15,donald eaton,nan,male,44.0,17_de_agosto,thomasamber@hotmail.com,3338
621,universidad tecnológica nacional,ingeniería en informática,2020-11-15,donald eaton,nan,male,44.0,17_de_agosto,thomasamber@hotmail.com,8129
622,universidad tecnológica nacional,agronomía,2020-10-20,ronald baldwin,nan,male,26.0,banda_varela,smontgomery@yahoo.com,4700
623,universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-23,cheryl smith,nan,female,59.0,canning,jeffreykrause@gmail.com,1804
624,universidad tecnológica nacional,farmacia,2020-10-04,kyle sellers,nan,male,62.0,9_de_abril,oashley@gmail.com,1776
625,universidad tecnológica nacional,técnico para bioterios,2020-11-30,andrew martin md,nan,male,97.0,estacion_christophersen,johnhodges@yahoo.com,2611
626,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-18,brianna harrison,nan,female,98.0,chivilcoy,samantha49@gmail.com,5571
627,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-18,brianna harrison,nan,female,98.0,chivilcoy,samantha49@gmail.com,6620
628,universidad tecnológica nacional,licenciatura en artes,2020-10-28,anthony shah,nan,male,100.0,kilometro_125,fgilmore@yahoo.com,6600
629,universidad tecnológica nacional,licenciatura en artes,2020-10-28,anthony shah,nan,male,100.0,kilometro_125,fgilmore@yahoo.com,6720
630,universidad tecnológica nacional,licenciatura en artes,2020-10-15,ryan hernandez,nan,male,108.0,banda_florida,leblancrachel@gmail.com,5351
631,universidad tecnológica nacional,ciencias veterinarias,2020-10-02,michael knight,nan,male,18.0,comodoro_rivadavia,bhancock@gmail.com,9000
632,universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-23,katie hall,nan,female,113.0,costa_del_este,swebb@yahoo.com,7108
633,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-01,nicole herrera,nan,female,47.0,jose_leon_suarez,gordonhale@yahoo.com,1655
634,universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-04,albert mueller,nan,male,77.0,arrayanal,heather84@gmail.com,4503
635,universidad tecnológica nacional,diseño industrial,2020-11-10,tom boyd iii,nan,male,81.0,balsa,fanderson@yahoo.com,6070
636,universidad tecnológica nacional,arquitectura,2021-01-26,anna maynard,nan,female,60.0,el_trebol,glee@hotmail.com,2535
637,universidad tecnológica nacional,licenciatura en ciencia política,2020-10-05,michael vaughn,nan,male,85.0,el_sombrerito,annamcdowell@gmail.com,3585
638,universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-21,jonathan steele,nan,male,83.0,barrio_el_tontal,andreewing@yahoo.com,5401
639,universidad tecnológica nacional,ingeniería mecánica,2020-12-25,lori smith,nan,female,95.0,granadero_baigorria,anna33@yahoo.com,2152
640,universidad tecnológica nacional,medicina,2020-12-01,timothy james,nan,male,21.0,calera,vjohnson@yahoo.com,3281
641,universidad tecnológica nacional,licenciatura en psicología,2020-09-13,nicholas thompson,nan,male,64.0,isidro_casanova,hschmitt@yahoo.com,1765
642,universidad tecnológica nacional,bioquímica,2020-10-01,tiffany glover,nan,female,95.0,antonio_tomas_sud,fnielsen@gmail.com,3134
643,universidad tecnológica nacional,diseño industrial,2020-11-23,stephanie banks,nan,female,90.0,agua_rica,alexandersharp@gmail.com,5611
644,universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-17,donald burton,nan,male,46.0,san_francisco_solano,petersenstephanie@hotmail.com,1881
