,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
682,todd williams,male,48,adampowers@hotmail.com,1990/04/08,universidad tecnológica nacional,2020-10-27,farmacia,,alto del saladillo,4500
683,darren miller,male,29,webersandra@hotmail.com,2008/11/25,universidad nacional de jujuy,2020-10-21,licenciatura en ciencias de la computación,,avanzada,3540
684,mark barnett,male,35,carlossmith@gmail.com,2003/06/22,universidad nacional de jujuy,2020-10-30,licenciatura en ciencias biológicas,,edmundo perkins,6030
685,alexis cook,female,19,robert30@hotmail.com,2020/01/15,universidad nacional de jujuy,2021-01-30,licenciatura en gestión de agroalimentos,,kilometro 374,3446
686,glenn patel,male,130,gutierrezspencer@gmail.com,1908/05/08,universidad nacional de jujuy,2020-10-29,licenciatura en ciencias de la educación,,cuartel v,1744
687,donald zamora,male,45,vbean@yahoo.com,1993/09/23,universidad tecnológica nacional,2020-10-19,ciencias veterinarias,,2 de julio,3344
688,devon massey,male,104,ctaylor@gmail.com,1934/08/07,universidad nacional de jujuy,2020-11-20,licenciatura en ciencias geológicas,,colonia la blanquita,3254
689,bradley carey,male,40,pearsonmark@hotmail.com,1998/02/02,universidad nacional de jujuy,2020-10-06,licenciatura en ciencias ambientales,,aldea san gregorio,3287
690,richard lynn,male,66,maydevin@yahoo.com,1972/07/11,universidad nacional de jujuy,2020-10-20,licenciatura en ciencia y tecnología de alimentos,,alto del saladillo,4500
691,christopher marsh,male,22,hendersonmark@hotmail.com,2016/08/18,universidad tecnológica nacional,2021-01-14,licenciatura en ciencias ambientales,,9 de julio,3445
692,edward weaver,male,77,woodsbrittney@yahoo.com,1961/08/03,universidad nacional de jujuy,2020-11-07,medicina,,baigorrita,6013
693,ruben dougherty,male,65,gyang@gmail.com,1972/10/21,universidad nacional de jujuy,2020-09-10,licenciatura en gestión de agroalimentos,,colonia clara,3025
694,lisa grimes,female,70,petersontracey@hotmail.com,1968/01/06,universidad nacional de jujuy,2020-11-29,ingeniería en informática,,colonia bella vista,5735
695,timothy hood,male,104,zmoore@yahoo.com,1934/04/01,universidad nacional de jujuy,2021-01-02,licenciatura en ciencias antropológicas,,arroyo del rey,3565
696,john spencer,male,119,kingpeter@yahoo.com,1919/01/20,universidad nacional de jujuy,2020-10-27,diseño industrial,,campo medina,2142
697,edward fernandez,male,96,lance96@gmail.com,1942/11/11,universidad nacional de jujuy,2021-01-27,licenciatura en ciencias antropológicas,,carbometal,5505
698,chelsea sullivan,female,89,treilly@gmail.com,1948/10/14,universidad tecnológica nacional,2020-10-10,diseño de imagen y sonido,,aguas calientes,4431
699,nicholas kelly,male,65,maciaslinda@yahoo.com,1973/10/02,universidad nacional de jujuy,2020-11-20,licenciatura en artes,,colonia baron,6315
700,daniel anderson,male,38,melissa57@gmail.com,2000/04/29,universidad nacional de jujuy,2020-11-15,licenciatura en gestión de agroalimentos,,aromos,3036
701,andrew thornton,male,120,tburns@yahoo.com,1917/10/01,universidad tecnológica nacional,2020-09-04,diseño de imagen y sonido,,dho,3070
702,steven williams,male,26,lisa08@hotmail.com,2012/09/24,universidad tecnológica nacional,2020-10-26,ingeniería electrónica,,aguada florencio,8340
703,trevor smith,male,117,mary23@gmail.com,1921/04/05,universidad nacional de jujuy,2020-09-13,licenciatura en terapia ocupacional,,campo garay,3066
704,timothy taylor,male,103,wagnergloria@hotmail.com,1935/09/09,universidad tecnológica nacional,2021-01-18,actuario,,colonia zapata,5436
705,ashley robbins,female,102,frederick52@yahoo.com,1936/07/24,universidad nacional de jujuy,2021-01-11,licenciatura en psicología,,campo salusso,6369
706,kim schneider,female,111,ewingbrandon@hotmail.com,1927/05/11,universidad tecnológica nacional,2020-09-20,licenciatura en ciencias de la computación,,dina huapi,8402
707,benjamin french,male,132,cruzrobert@yahoo.com,1906/08/08,universidad nacional de jujuy,2020-12-31,licenciatura en musicoterapia,,camaron chico,7116
708,david flores,male,91,diana35@hotmail.com,1947/04/01,universidad tecnológica nacional,2021-01-01,licenciatura en ciencia y tecnología de alimentos,,ingeniero balbin,6051
709,terry cunningham,male,32,dmartin@yahoo.com,2006/03/18,universidad nacional de jujuy,2020-09-22,bioquímica,,lomas de zamora,1832
710,dawn richards,female,40,claudiaarmstrong@yahoo.com,1998/09/19,universidad tecnológica nacional,2021-01-20,licenciatura en gestión de agroalimentos,,angelica,2303
711,scott bell,male,69,gbrown@gmail.com,1968/11/30,universidad tecnológica nacional,2020-09-17,licenciatura en musicoterapia,,abasto,1903
712,adrian rodriguez,male,30,edwardturner@yahoo.com,2008/09/23,universidad tecnológica nacional,2020-11-03,farmacia,,cutral co,8322
713,andrew becker,male,104,kgibson@hotmail.com,1934/01/31,universidad tecnológica nacional,2021-01-08,licenciatura en psicología,,alizal,4122
714,victoria gardner,female,90,dlawrence@gmail.com,1948/05/22,universidad nacional de jujuy,2020-12-02,licenciatura en ciencias antropológicas,,adolfo j pomar,3337
715,tina jenkins,female,25,lauren73@hotmail.com,2013/06/22,universidad nacional de jujuy,2020-11-03,ingeniería en informática,,san nicolas de los arroyos,2900
716,michelle lang,female,103,scottanthony@gmail.com,1935/07/13,universidad tecnológica nacional,2020-09-04,contador público,,la chirlandia,8203
717,leonard ross,male,87,danny80@yahoo.com,1951/07/25,universidad nacional de jujuy,2020-12-28,bioquímica,,chillar,7311
718,amy frost,female,106,michael47@hotmail.com,1932/05/30,universidad nacional de jujuy,2020-09-25,licenciatura en musicoterapia,,carahunco,4612
719,april morgan,female,47,jon74@gmail.com,1990/12/11,universidad nacional de jujuy,2020-09-27,agronomía,,alamos,6437
720,michael johnson,male,46,vpage@yahoo.com,1991/11/22,universidad tecnológica nacional,2020-09-01,medicina,,cantera villalonga,8504
721,kelly davis,female,80,shannon17@yahoo.com,1958/06/02,universidad nacional de jujuy,2020-12-19,licenciatura en ciencia política,,abra de peñas,4650
722,cheryl cordova,female,93,sophia06@gmail.com,1945/10/10,universidad nacional de jujuy,2020-10-12,licenciatura en musicoterapia,,altamirano sud,3174
723,kelly hess,female,128,bryantpatricia@gmail.com,1910/01/28,universidad tecnológica nacional,2020-09-23,licenciatura en ciencias antropológicas,,colonia la gaviota,6354
724,sherri anderson,female,20,ncook@gmail.com,2018/05/01,universidad nacional de jujuy,2020-09-10,licenciatura en terapia ocupacional,,escuela agricola don bosco,1815
725,kristopher clements,male,89,jonestamara@gmail.com,1949/06/21,universidad tecnológica nacional,2020-09-28,licenciatura en ciencias antropológicas,,ingeniero thompson,6337
726,carrie shaw,female,115,robertsvanessa@yahoo.com,1923/05/04,universidad nacional de jujuy,2020-11-05,licenciatura en ciencias de la computación,,cinco saltos,8303
727,george pacheco,male,26,franklin37@yahoo.com,2012/10/11,universidad nacional de jujuy,2021-01-09,farmacia,,adrogue,1846
728,jennifer smith,female,71,rebeccavasquez@gmail.com,1967/04/12,universidad nacional de jujuy,2020-09-26,diseño de imagen y sonido,,la viticola,8122
729,sergio ramos,male,79,smithwilliam@gmail.com,1959/04/21,universidad tecnológica nacional,2020-09-24,diseño de imagen y sonido,,puesto de isla,3487
730,heather gonzalez,female,40,cody79@gmail.com,1998/03/09,universidad tecnológica nacional,2020-11-29,licenciatura en ciencias ambientales,,arturo almaraz,6330
731,debbie rose,female,41,dsellers@hotmail.com,1997/10/13,universidad nacional de jujuy,2020-10-20,licenciatura en ciencias antropológicas,,el porvenir,3374
732,corey murray,male,55,ashley32@hotmail.com,1983/05/12,universidad tecnológica nacional,2020-10-13,ingeniería electrónica,,buena nueva,5523
733,gary watkins,male,71,hollybrown@gmail.com,1967/03/22,universidad tecnológica nacional,2020-09-18,técnico para bioterios,,cameron,9017
734,william green,male,69,william07@hotmail.com,1969/06/25,universidad nacional de jujuy,2020-12-02,licenciatura en musicoterapia,,rawson,6734
735,john wagner,male,52,blakemary@yahoo.com,1986/02/25,universidad tecnológica nacional,2020-09-11,licenciatura en musicoterapia,,arroyo san juan,3409
736,barbara sparks,female,60,jason73@yahoo.com,1978/01/13,universidad tecnológica nacional,2020-12-11,licenciatura en ciencias biológicas,,baradero,2942
737,lisa frye,female,23,xmcdonald@yahoo.com,2015/04/02,universidad tecnológica nacional,2020-10-16,licenciatura en administración,,alto del salvador,5570
738,christopher perkins,male,22,andrewowen@gmail.com,2016/06/27,universidad tecnológica nacional,2020-12-31,licenciatura en ciencia y tecnología de alimentos,,juan vucetich ex dr r levene,1894
739,jennifer wilson,female,121,brianbrown@hotmail.com,1917/05/03,universidad nacional de jujuy,2020-09-03,licenciatura en ciencias ambientales,,haras san jacinto,2705
740,caleb page,male,114,johnathanbradley@gmail.com,1924/08/30,universidad tecnológica nacional,2020-10-26,licenciatura en ciencia y tecnología de alimentos,,banda florida,5351
741,james johnson,male,85,shirleymedina@yahoo.com,1952/11/11,universidad tecnológica nacional,2020-10-03,licenciatura en artes,,carreras,2729
742,alison scott,female,38,lphillips@hotmail.com,2000/10/19,universidad tecnológica nacional,2020-12-16,licenciatura en ciencias antropológicas,,la querencia,2912
743,christian dominguez,male,132,pattersoncorey@gmail.com,1906/07/27,universidad nacional de jujuy,2021-01-22,licenciatura en sociología,,campo monte la viruela,3551
744,laurie holmes,female,33,griffithtraci@gmail.com,2005/09/27,universidad tecnológica nacional,2020-11-18,licenciatura en administración,,cabreria,4655
745,erin caldwell,female,96,douglas95@gmail.com,1942/10/18,universidad tecnológica nacional,2021-01-06,licenciatura en ciencias biológicas,,aguapey,3342
746,ashley richmond,female,54,egill@yahoo.com,1984/01/23,universidad nacional de jujuy,2020-12-24,licenciatura en planificación y diseño del paisaje,,langueyu,7151
747,jacob king,male,77,lisa15@hotmail.com,1961/07/24,universidad nacional de jujuy,2020-11-30,licenciatura en gestión de agroalimentos,,alvarez jonte,1921
748,carrie rush,female,89,chudson@gmail.com,1949/08/11,universidad nacional de jujuy,2020-12-02,licenciatura en ciencias geológicas,,empalme san carlos,3007
749,amber robertson,female,63,mzhang@yahoo.com,1975/04/16,universidad nacional de jujuy,2020-11-19,diseño de imagen y sonido,,juancho,7169
750,david garrett,male,23,christian47@yahoo.com,2016/01/31,universidad tecnológica nacional,2021-01-31,bioquímica,,cerrillos al sud,5501
751,brittney hines,female,70,justinroberts@gmail.com,1968/10/15,universidad tecnológica nacional,2021-01-08,licenciatura en ciencias ambientales,,alpachiri,4149
752,seth oliver,male,63,zacharyhaynes@hotmail.com,1975/02/02,universidad nacional de jujuy,2021-01-23,diseño de imagen y sonido,,labarden,7161
753,brittany freeman,female,36,glenn53@yahoo.com,2002/04/09,universidad tecnológica nacional,2020-12-04,licenciatura en ciencias de la educación,,san antonio de padua,1718
754,katelyn ball,female,82,erikmelton@hotmail.com,1956/05/12,universidad nacional de jujuy,2021-01-22,licenciatura en ciencia política,,abra de hinojo,8170
755,rachel marsh,female,88,chandlerjessica@hotmail.com,1950/09/15,universidad tecnológica nacional,2021-01-03,licenciatura en terapia ocupacional,,wheelwright,2722
756,susan stevenson,female,63,rosekelsey@hotmail.com,1975/03/21,universidad nacional de jujuy,2021-01-28,licenciatura en ciencias de la educación,,esmeralda,2456
757,kelly daniels,male,105,davidsonmichael@hotmail.com,1933/02/25,universidad tecnológica nacional,2020-09-16,licenciatura en ciencia política,,manuel ocampo,2713
758,luke cook,male,40,marysmall@yahoo.com,1998/08/19,universidad nacional de jujuy,2020-12-30,licenciatura en ciencia política,,colonia florencia,3500
759,angela chavez,female,53,sandraparsons@hotmail.com,1985/08/29,universidad tecnológica nacional,2020-11-25,licenciatura en gestión de agroalimentos,,cabure,3371
760,susan powell dds,female,97,jason10@yahoo.com,1941/07/06,universidad tecnológica nacional,2020-11-24,ingeniería mecánica,,achiras,3246
761,russell ross,male,52,kelleystephanie@gmail.com,1986/06/28,universidad nacional de jujuy,2020-11-03,licenciatura en gestión de agroalimentos,,boeuf,6380
762,eric thomas,male,54,schneidershannon@yahoo.com,1984/06/26,universidad nacional de jujuy,2021-01-06,ingeniería electrónica,,colonia duportal,2845
763,andrea martinez,female,98,tonythompson@hotmail.com,1940/09/10,universidad tecnológica nacional,2020-12-25,diseño industrial,,alcaraz norte,3136
764,clinton fisher,male,27,vickiewarner@gmail.com,2011/07/16,universidad nacional de jujuy,2020-12-13,licenciatura en relaciones del trabajo,,villa raffo,1674
765,chad logan,male,38,robertswesley@hotmail.com,2000/08/02,universidad tecnológica nacional,2020-09-30,licenciatura en artes,,baños lunlunta,5507
766,marissa sanders,female,74,rrobinson@yahoo.com,1964/02/07,universidad nacional de jujuy,2020-10-29,licenciatura en producción de bioimagenes,,colonia rusa,8332
767,brandi wheeler,female,51,tlong@gmail.com,1987/07/12,universidad tecnológica nacional,2020-10-02,licenciatura en ciencia política,,cortines,6712
768,benjamin sampson,male,92,amandakhan@gmail.com,1946/03/05,universidad tecnológica nacional,2020-12-11,medicina,,paso telegrafo,3194
769,vickie jones,female,19,xrodriguez@hotmail.com,2018/10/20,universidad tecnológica nacional,2020-10-16,diseño de imagen y sonido,,bajo las tunas,3017
770,nicole castro,female,23,wigginsrichard@gmail.com,2016/01/03,universidad nacional de jujuy,2021-01-17,licenciatura en terapia ocupacional,,calilegua,4514
771,jorge montes,male,101,nparsons@hotmail.com,1937/02/17,universidad nacional de jujuy,2020-10-01,agronomía,,juan f ibarra,6551
772,jason howard,male,79,francisco91@gmail.com,1959/12/05,universidad nacional de jujuy,2020-12-08,licenciatura en ciencias de la educación,,alejandro petion,1808
773,dylan reyes,male,69,eric32@hotmail.com,1969/03/19,universidad tecnológica nacional,2021-01-15,licenciatura en ciencia y tecnología de alimentos,,algarrobo,2935
774,mark thompson,male,34,perry39@hotmail.com,2004/09/04,universidad nacional de jujuy,2021-01-03,diseño industrial,,boeuf,6380
775,jorge franklin,male,91,lmayo@hotmail.com,1946/12/02,universidad nacional de jujuy,2020-10-03,bioquímica,,barrio trocha,2700
776,ricky carlson,male,53,janegibson@gmail.com,1985/06/01,universidad tecnológica nacional,2021-01-26,ingeniería mecánica,,barrio belgrano,4146
777,michael hill,male,22,glopez@yahoo.com,2016/09/26,universidad nacional de jujuy,2020-12-16,licenciatura en ciencias geológicas,,wilde,1875
778,christopher henderson,male,130,kristinapearson@yahoo.com,1908/06/16,universidad tecnológica nacional,2021-01-23,ingeniería en informática,,el hoyo,8431
779,curtis johnson,male,104,ericpierce@gmail.com,1934/10/16,universidad nacional de jujuy,2020-12-05,ingeniería electrónica,,calderon,8101
780,adam bridges,male,81,dennis12@hotmail.com,1957/03/08,universidad tecnológica nacional,2020-12-15,ingeniería electrónica,,las hermanas,7412
781,teresa gordon,female,49,sgarrett@gmail.com,1989/08/10,universidad tecnológica nacional,2020-09-19,farmacia,,canal 15 cerro de la gloria,7114
782,julia yang,female,71,twest@hotmail.com,1967/08/04,universidad nacional de jujuy,2020-12-22,licenciatura en ciencia política,,el potrero,5321
783,wendy dalton,female,88,bsmith@hotmail.com,1950/09/27,universidad nacional de jujuy,2020-10-02,agronomía,,bustamante,4184
784,michael howard,male,120,fpearson@hotmail.com,1918/05/05,universidad nacional de jujuy,2021-01-31,licenciatura en ciencia política,,gobernador benegas,5544
785,james perez,male,124,amyjackson@gmail.com,1914/07/25,universidad nacional de jujuy,2020-12-14,licenciatura en ciencias de la educación,,balneario oceano,7511
786,monique garner,female,113,mkim@yahoo.com,1924/09/24,universidad nacional de jujuy,2020-09-22,ingeniería en informática,,amberes,4144
787,melissa dunn,female,99,stacygraves@gmail.com,1939/10/21,universidad tecnológica nacional,2021-01-18,ingeniería electrónica,,el pino,1907
788,lawrence thomas,male,105,dking@hotmail.com,1933/10/12,universidad tecnológica nacional,2021-01-05,licenciatura en sociología,,paso de los andes,5503
789,cindy anderson,female,106,rebecca15@yahoo.com,1932/05/21,universidad nacional de jujuy,2020-12-27,licenciatura en ciencias geológicas,,17 de agosto,3338
790,johnny thomas,male,88,abaker@hotmail.com,1950/02/11,universidad tecnológica nacional,2020-12-08,licenciatura en psicología,,gente grande,8379
791,john garcia,male,34,gbridges@yahoo.com,2004/01/10,universidad nacional de jujuy,2020-09-14,diseño industrial,,arroyo dulce,2743
792,gwendolyn bryan,female,59,sdennis@yahoo.com,1978/10/19,universidad nacional de jujuy,2020-09-12,licenciatura en gestión de agroalimentos,,calera,3281
793,aaron burns,male,106,kellyheather@yahoo.com,1932/11/10,universidad nacional de jujuy,2020-12-18,contador público,,gregorio de laferrere,1757
794,megan alvarez,female,95,tom37@gmail.com,1943/08/31,universidad tecnológica nacional,2020-11-22,ingeniería electrónica,,campana,2804
795,kathleen melton,female,69,ksmith@hotmail.com,1969/08/01,universidad nacional de jujuy,2021-01-26,licenciatura en psicología,,adela,7136
796,kelly coleman,female,81,ashley57@yahoo.com,1957/09/26,universidad nacional de jujuy,2020-10-16,medicina,,haedo,1706
797,lindsay smith,female,57,hooperpatrick@hotmail.com,1981/07/06,universidad tecnológica nacional,2020-12-22,medicina,,caracoles,5557
798,christina durham,female,102,bsmith@gmail.com,1936/08/25,universidad nacional de jujuy,2020-12-30,bioquímica,,alanices,5771
799,angel nelson,female,103,floresedwin@hotmail.com,1935/01/10,universidad tecnológica nacional,2020-11-06,agronomía,,banfield,1828
800,felicia harris,female,107,briana28@hotmail.com,1931/08/29,universidad tecnológica nacional,2020-12-11,diseño de imagen y sonido,,colonia belgrano,2257
801,kim nguyen,female,96,rothjasmine@gmail.com,1942/09/29,universidad nacional de jujuy,2020-11-25,diseño de imagen y sonido,,caa yari,3315
802,jeremy campbell,male,18,amy97@hotmail.com,2020/10/25,universidad nacional de jujuy,2020-12-04,licenciatura en ciencias geológicas,,del valle,6509
803,cameron taylor,male,21,terrance51@gmail.com,2016/10/09,universidad tecnológica nacional,2020-10-07,licenciatura en producción de bioimagenes,,barrio chapadmalal,7605
804,belinda smith,female,60,qwright@hotmail.com,1978/06/10,universidad nacional de jujuy,2020-10-30,diseño industrial,,alto de la leña,5750
805,corey cervantes,male,43,michaelhansen@gmail.com,1995/08/17,universidad nacional de jujuy,2020-12-21,actuario,,martin coronado,1682
806,charles hess,male,65,ryanbrown@yahoo.com,1973/01/19,universidad tecnológica nacional,2020-10-24,licenciatura en ciencias de la computación,,antonio tomas,3125
807,greg parker,male,102,gburch@hotmail.com,1936/09/29,universidad nacional de jujuy,2021-01-22,licenciatura en ciencia y tecnología de alimentos,,alvaro barros,7403
808,kristine martinez,female,114,kellerrobin@gmail.com,1924/07/07,universidad tecnológica nacional,2021-01-03,licenciatura en psicología,,arroyo palmar,3218
809,cindy estes,female,96,harriselizabeth@yahoo.com,1942/07/25,universidad nacional de jujuy,2021-01-31,farmacia,,monte chingolo,1825
810,danielle edwards,female,117,shill@yahoo.com,1922/01/21,universidad tecnológica nacional,2021-01-21,ingeniería mecánica,,colhue huapi,9021
811,angela hill,female,85,lisasolomon@gmail.com,1953/12/08,universidad tecnológica nacional,2021-01-01,técnico para bioterios,,colonia monte la plata,8144
812,jamie peters,female,114,qjackson@hotmail.com,1924/11/20,universidad nacional de jujuy,2020-12-31,licenciatura en kinesiología y fisiatría,,empalme san carlos,3007
813,patricia mcintosh,female,78,terri05@yahoo.com,1960/03/11,universidad nacional de jujuy,2020-10-10,medicina,,alto de sierra,5438
814,mark carr,male,60,hherring@gmail.com,1978/02/05,universidad nacional de jujuy,2020-12-13,licenciatura en artes,,asuncion maria,3040
815,brandon willis,male,35,blairwesley@gmail.com,2003/01/27,universidad nacional de jujuy,2020-11-16,agronomía,,colonia la blanquita,3254
816,alexander mathews,male,79,brownjohn@gmail.com,1959/01/19,universidad tecnológica nacional,2020-12-15,ingeniería mecánica,,22 de mayo,2124
817,ashley hernandez,female,81,ybenson@gmail.com,1958/01/10,universidad nacional de jujuy,2021-01-15,licenciatura en ciencias ambientales,,alto calilegua,4513
818,mary ramirez,female,115,lisa69@gmail.com,1923/05/02,universidad nacional de jujuy,2020-11-23,licenciatura en ciencias ambientales,,alto del molle,5755
819,gerald white,male,58,jessica69@hotmail.com,1980/06/26,universidad tecnológica nacional,2020-10-31,licenciatura en kinesiología y fisiatría,,el carbalino,5592
820,regina ramsey,female,22,michaelmurray@hotmail.com,2016/02/10,universidad nacional de jujuy,2020-10-26,bioquímica,,la isabel,5743
821,mary brown,female,99,margaretmarsh@gmail.com,1938/10/18,universidad nacional de jujuy,2020-09-12,medicina,,coronel pringles,7530
822,sarah ramirez,female,122,moorejeffrey@gmail.com,1916/04/28,universidad tecnológica nacional,2020-09-28,actuario,,estancia las gamas,2723
823,daniel fisher,male,18,greenjames@yahoo.com,2020/05/08,universidad nacional de jujuy,2020-09-17,contador público,,ampata,4174
824,joshua rogers,male,94,taylorjohnson@gmail.com,1944/08/13,universidad tecnológica nacional,2020-12-02,licenciatura en artes,,el bombero,7507
825,steven strickland,male,18,whitney32@yahoo.com,2021/02/07,universidad tecnológica nacional,2020-10-15,medicina,,alcaraz sud,3137
826,george walsh,male,93,xchavez@hotmail.com,1945/02/23,universidad tecnológica nacional,2020-10-05,ingeniería electrónica,,el gualicho,7200
827,annette lee,female,99,jessica02@hotmail.com,1939/11/04,universidad nacional de jujuy,2020-12-02,licenciatura en planificación y diseño del paisaje,,bauer y sigel,2403
828,mark herman,male,76,martinashley@gmail.com,1962/09/18,universidad tecnológica nacional,2021-01-05,agronomía,,arroyo molino,3260
829,thomas mendoza,male,71,barajaskevin@gmail.com,1967/08/10,universidad nacional de jujuy,2021-01-20,licenciatura en ciencias antropológicas,,guillermo e hudson,1885
830,michael thompson,male,86,ortegadawn@yahoo.com,1952/08/17,universidad tecnológica nacional,2021-01-18,licenciatura en ciencias de la educación,,angaco norte,5415
831,todd hall,male,33,jennifersanchez@yahoo.com,2005/08/05,universidad nacional de jujuy,2020-11-28,ingeniería en informática,,ernestina,6665
832,jessica gallegos,female,19,davidmiller@hotmail.com,2019/06/13,universidad nacional de jujuy,2020-12-28,licenciatura en psicología,,diaz,2222
833,kristen parker,female,118,simmonsthomas@gmail.com,1920/06/22,universidad tecnológica nacional,2020-09-16,licenciatura en artes,,barrancon,3384
834,shawn simmons,male,45,fredallison@yahoo.com,1993/03/23,universidad nacional de jujuy,2020-12-08,farmacia,,anguil,6326
835,lisa martin,female,36,williamskathy@hotmail.com,2001/12/09,universidad nacional de jujuy,2020-09-18,licenciatura en terapia ocupacional,,colon,2720
836,anthony cook,male,86,deannacole@hotmail.com,1952/04/28,universidad nacional de jujuy,2020-12-01,contador público,,barrio villa saladillo,7260
837,nicole nelson,female,55,douglasandrews@gmail.com,1983/07/16,universidad tecnológica nacional,2020-11-17,licenciatura en ciencias de la educación,,villa eloisa,2503
838,denise acevedo,female,98,padillalisa@gmail.com,1940/10/12,universidad nacional de jujuy,2021-01-23,bioquímica,,general conesa,2907
839,julia fowler,female,62,erin65@gmail.com,1976/01/24,universidad nacional de jujuy,2020-09-28,licenciatura en planificación y diseño del paisaje,,barrio garin norte,1623
840,thomas oliver,male,40,amylong@hotmail.com,1998/03/18,universidad tecnológica nacional,2021-01-12,medicina,,aero club rosario,2132
841,heather brady,female,132,maurice76@gmail.com,1906/03/05,universidad tecnológica nacional,2020-10-29,arquitectura,,juan f ibarra,6551
842,shannon brown,female,96,heather44@gmail.com,1942/06/11,universidad nacional de jujuy,2020-10-23,técnico para bioterios,,cervantes,8326
843,shane logan,male,99,nferrell@hotmail.com,1939/10/03,universidad tecnológica nacional,2020-11-08,licenciatura en ciencias biológicas,,alejandra,3051
844,deborah mccoy,female,24,robertsjessica@hotmail.com,2014/05/11,universidad tecnológica nacional,2020-12-17,licenciatura en psicología,,bathurst estacion,7540
845,wendy barnes,female,85,valenciaholly@gmail.com,1953/04/30,universidad tecnológica nacional,2020-09-01,licenciatura en ciencia política,,la isabel,5743
846,tammy moore,female,77,shannonhall@hotmail.com,1961/03/27,universidad nacional de jujuy,2020-09-04,ingeniería electrónica,,campo peña lopez,6605
847,sherry hill,female,79,valvarado@hotmail.com,1959/02/21,universidad nacional de jujuy,2020-10-23,licenciatura en planificación y diseño del paisaje,,villars,1731
848,danielle prince,female,35,lisaaustin@hotmail.com,2003/07/20,universidad nacional de jujuy,2020-11-30,licenciatura en kinesiología y fisiatría,,arauco,5311
849,cindy barron,female,123,wagnerjohn@gmail.com,1915/08/06,universidad tecnológica nacional,2020-11-04,licenciatura en ciencias biológicas,,estacion mazan,5313
850,paul cox,male,78,brianingram@yahoo.com,1960/06/13,universidad tecnológica nacional,2020-11-02,licenciatura en ciencias de la educación,,alcete,3127
851,robert alexander,male,84,sruiz@gmail.com,1954/05/31,universidad nacional de jujuy,2020-11-09,farmacia,,alto de leiva,4142
852,samantha rose,female,30,amanda07@gmail.com,2007/11/28,universidad tecnológica nacional,2020-10-13,contador público,,la ribera,5734
853,lawrence barrera,male,40,tinapark@hotmail.com,1998/09/30,universidad tecnológica nacional,2021-01-03,licenciatura en psicología,,iraola,7009
854,melanie hall,female,101,raymondchristopher@gmail.com,1937/03/16,universidad tecnológica nacional,2020-09-20,licenciatura en ciencia política,,lavalle,5343
855,robert walls,male,26,eric06@yahoo.com,2012/02/24,universidad tecnológica nacional,2020-09-29,diseño de imagen y sonido,,campo coubert,3056
856,sean mcmahon,male,31,markgonzales@yahoo.com,2007/07/06,universidad nacional de jujuy,2020-10-23,licenciatura en ciencias ambientales,,arroyo manganga,3220
857,denise ball,female,63,kmorris@gmail.com,1975/01/10,universidad nacional de jujuy,2020-11-07,bioquímica,,el araza,7249
858,dr. mary wood,female,18,vanessa91@hotmail.com,2021/07/24,universidad nacional de jujuy,2020-10-25,farmacia,,cura malal,7548
859,sonya carr,female,110,vmedina@hotmail.com,1928/09/16,universidad nacional de jujuy,2021-01-28,ciencias veterinarias,,chichagasta,5266
860,patricia wagner,female,49,gibbsdavid@gmail.com,1989/08/07,universidad tecnológica nacional,2020-09-24,licenciatura en gestión de agroalimentos,,4 de febrero,2732
861,angela scott,female,95,sadams@yahoo.com,1943/05/10,universidad nacional de jujuy,2020-11-27,licenciatura en relaciones del trabajo,,abipones,3042
862,keith vance,male,83,jshelton@hotmail.com,1955/07/29,universidad nacional de jujuy,2020-11-25,licenciatura en terapia ocupacional,,fortin lavalle,7404
863,hannah adams,female,129,rbailey@yahoo.com,1909/08/25,universidad nacional de jujuy,2020-12-30,licenciatura en gestión de agroalimentos,,cazon,7265
864,scott bennett,male,61,kennethgarcia@yahoo.com,1977/11/03,universidad tecnológica nacional,2020-11-12,arquitectura,,gaboto,2208
865,dwayne ford,male,50,tinaholt@yahoo.com,1988/05/25,universidad nacional de jujuy,2021-01-30,técnico para bioterios,,labarden,7161
866,allen weber,male,95,yruiz@gmail.com,1943/11/06,universidad tecnológica nacional,2021-01-14,ingeniería mecánica,,argerich,8134
867,kenneth edwards,male,75,kristalambert@gmail.com,1963/06/07,universidad nacional de jujuy,2020-10-15,licenciatura en ciencias geológicas,,comandante giribone,7135
868,valerie west,female,52,iwatson@gmail.com,1986/05/21,universidad tecnológica nacional,2020-12-09,actuario,,chiclana,6476
869,mackenzie martinez,female,57,hollypollard@yahoo.com,1981/04/23,universidad tecnológica nacional,2021-01-29,licenciatura en ciencias biológicas,,dos hermanos,6042
870,angelica webster,female,122,morganrachel@yahoo.com,1916/04/20,universidad tecnológica nacional,2020-12-02,licenciatura en ciencias de la computación,,agua botada,5613
871,joseph foster,male,89,fli@gmail.com,1949/07/29,universidad nacional de jujuy,2020-10-14,agronomía,,isla grande,8361
872,grace kirby,female,114,becky42@hotmail.com,1924/02/15,universidad tecnológica nacional,2020-12-09,licenciatura en ciencias de la educación,,abra rica,4178
873,roberto rogers,male,101,zhernandez@yahoo.com,1936/11/18,universidad nacional de jujuy,2020-11-15,licenciatura en gestión de agroalimentos,,kilmetro 165,3153
874,lisa clark,female,71,riverakelly@gmail.com,1967/05/25,universidad nacional de jujuy,2021-01-27,licenciatura en ciencias de la computación,,agua y energia,5405
