,last_name,gender,age,email,birth_date,university,inscription_date,career,first_name,location,postal_code
600,kimberly jenkins,f,,roneal@hotmail.com,1958/08/28,universidad nacional de jujuy,2020/10/23,licenciatura en gestión de agroalimentos,,el bombero,-1
601,shelby buck,f,,williamdavis@yahoo.com,1947/12/31,universidad tecnológica nacional,2021/01/23,licenciatura en ciencias ambientales,,bajo de las palomas,-1
602,mark steele,m,,petersonrhonda@yahoo.com,2001/10/13,universidad tecnológica nacional,2020/11/02,diseño de imagen y sonido,,estacion saguier,-1
603,valerie ramirez,f,,cgutierrez@gmail.com,2012/02/03,universidad nacional de jujuy,2020/11/07,licenciatura en relaciones del trabajo ,,dos hermanos,-1
604,karen stevens,f,,bryantbrittany@gmail.com,1927/05/29,universidad tecnológica nacional,2020/10/03,farmacia,,colonia san manuel,-1
605,collin bautista,m,,crivera@hotmail.com,1960/09/30,universidad nacional de jujuy,2020/11/21,licenciatura en planificación y diseño del paisaje,,bernal este,-1
606,christine pacheco,f,,barrettwilliam@yahoo.com,1939/12/12,universidad tecnológica nacional,2020/09/19,contador público ,,punta lara,-1
607,debra white,f,,schmidtdavid@gmail.com,1932/12/08,universidad tecnológica nacional,2020/10/22,licenciatura en planificación y diseño del paisaje,,colonia santa rosa,-1
608,brian green,m,,cpatterson@yahoo.com,1950/01/17,universidad tecnológica nacional,2020/10/24,licenciatura en ciencias biológicas,,ciudadela,-1
609,willie serrano,m,,paul47@hotmail.com,1980/03/11,universidad tecnológica nacional,2020/11/19,licenciatura en terapia ocupacional,,ricardone,-1
610,phillip adams,m,,susanwilliams@gmail.com,1921/06/11,universidad tecnológica nacional,2021/01/23,licenciatura en artes,,achaval rodriguez,-1
611,kimberly wilson,f,,jordanandrew@yahoo.com,1949/04/25,universidad nacional de jujuy,2021/01/22,licenciatura en ciencias antropológicas,,aguada,-1
612,alexander rivers dds,m,,collinsstephanie@yahoo.com,1977/05/31,universidad tecnológica nacional,2020/10/12,arquitectura,,6 de septiembre,-1
613,roy ferguson,m,,ddickson@gmail.com,1966/07/06,universidad tecnológica nacional,2020/12/04,ciencias veterinarias,,enrique fynn,-1
614,mr. jesse kent,m,,johnklein@hotmail.com,1937/01/21,universidad nacional de jujuy,2020/12/17,licenciatura en ciencias geológicas,,barrio parque leloir,-1
615,kelly andrade,f,,sanchezraymond@yahoo.com,2009/04/10,universidad nacional de jujuy,2021/01/14,licenciatura en ciencias de la computación,,chamical,-1
616,david molina,m,,hugheschad@yahoo.com,1913/03/09,universidad tecnológica nacional,2020/09/05,agronomía,,cucha cucha,-1
617,timothy curry,m,,bwalton@gmail.com,1989/04/12,universidad nacional de jujuy,2020/11/05,diseño de imagen y sonido,,balneario claromeco,-1
618,benjamin mosley,m,,whitecrystal@yahoo.com,1982/04/26,universidad nacional de jujuy,2021/01/04,licenciatura en ciencias ambientales,,amilgancho,-1
619,benjamin guzman,m,,dillonmark@yahoo.com,1989/09/11,universidad tecnológica nacional,2021/01/31,técnico para bioterios ,,san jose de piedra blanca,-1
620,marilyn murphy,f,,kimberlydavis@yahoo.com,1939/02/21,universidad nacional de jujuy,2020/09/03,ingeniería electrónica,,arroyo ceibal,-1
621,keith oliver,m,,vjohnson@yahoo.com,1922/10/10,universidad tecnológica nacional,2020/12/05,contador público ,,cullin manzano,-1
622,tracy sheppard,f,,julie18@yahoo.com,1969/11/29,universidad tecnológica nacional,2020/12/31,licenciatura en producción de bioimagenes,,aldea brasilera,-1
623,tracey bryant,f,,wheelerwendy@yahoo.com,1920/04/23,universidad nacional de jujuy,2020/11/18,técnico para bioterios ,,apeadero quiroga,-1
624,dr. wesley meyer phd,m,,christopher48@hotmail.com,1975/06/07,universidad tecnológica nacional,2020/12/11,arquitectura,,kilometro 125,-1
625,alexander dixon,m,,aaronaguirre@gmail.com,2019/08/04,universidad nacional de jujuy,2020/11/18,diseño industrial,,campo horquesco,-1
626,sandra castro,f,,jwagner@gmail.com,2010/05/02,universidad nacional de jujuy,2020/11/14,licenciatura en planificación y diseño del paisaje,,hospital necochea,-1
627,brandon webb,m,,rachel61@yahoo.com,1996/10/28,universidad nacional de jujuy,2020/11/15,licenciatura en ciencias de la educación ,,alfalad,-1
628,nancy williams,f,,xthomas@hotmail.com,1949/09/12,universidad tecnológica nacional,2020/12/13,licenciatura en psicología,,arbuco,-1
629,shawn bautista,m,,samantha97@yahoo.com,1994/08/09,universidad nacional de jujuy,2021/01/21,licenciatura en ciencias de la educación ,,adolfo rodriguez saa,-1
630,troy macias,m,,marilynmarsh@yahoo.com,1991/12/05,universidad tecnológica nacional,2020/10/14,licenciatura en ciencias de la computación,,centro agricola el pato,-1
631,michael wood,m,,hernandezmallory@gmail.com,2007/04/12,universidad nacional de jujuy,2020/10/04,agronomía,,caichue,-1
632,patricia patterson,f,,jhayes@hotmail.com,1957/06/20,universidad tecnológica nacional,2020/12/19,bioquímica,,chacras viejas,-1
633,richard cruz,m,,michaelmcfarland@hotmail.com,1972/08/31,universidad nacional de jujuy,2020/10/03,licenciatura en planificación y diseño del paisaje,,la colina,-1
634,joanne bailey,f,,stanleydebra@hotmail.com,1969/03/04,universidad nacional de jujuy,2020/10/15,licenciatura en ciencia política ,,cuenca,-1
635,stephen delgado,m,,glennmichael@hotmail.com,1926/03/04,universidad tecnológica nacional,2021/01/14,agronomía,,kilometro 525,-1
636,mike kelley,m,,moodyjulie@yahoo.com,1998/07/23,universidad nacional de jujuy,2020/09/23,arquitectura,,aparzo,-1
637,jaime bowers,m,,kylewise@gmail.com,1987/02/18,universidad nacional de jujuy,2020/10/30,ingeniería mecánica,,alto rio pico,-1
638,david johnson,m,,williamsjerry@hotmail.com,1992/09/25,universidad tecnológica nacional,2020/10/15,ingeniería mecánica,,centenario,-1
639,jean knight,f,,clarencegross@yahoo.com,1920/04/25,universidad nacional de jujuy,2020/09/13,licenciatura en musicoterapia,,coliqueo,-1
640,wayne ortiz,m,,ronaldbrown@hotmail.com,1926/07/24,universidad nacional de jujuy,2020/10/13,licenciatura en ciencias ambientales,,chancay,-1
641,kyle bell,m,,wilsonjennifer@yahoo.com,1914/08/07,universidad nacional de jujuy,2020/11/13,diseño de imagen y sonido,,villars,-1
642,laura walker,f,,teresa90@yahoo.com,2020/11/20,universidad nacional de jujuy,2020/11/05,licenciatura en artes,,balneario chapalco,-1
643,aaron williams,m,,jessica53@hotmail.com,1907/01/29,universidad nacional de jujuy,2020/11/30,licenciatura en terapia ocupacional,,bella vista,-1
644,matthew barnett,m,,olee@hotmail.com,1948/02/26,universidad nacional de jujuy,2021/01/21,licenciatura en kinesiología y fisiatría,,aguada de las tejas,-1
645,angela williams,f,,catherineprice@yahoo.com,2002/07/12,universidad tecnológica nacional,2020/12/15,agronomía,,30 de agosto,-1
646,christopher joseph,m,,banksjames@hotmail.com,1992/12/28,universidad tecnológica nacional,2020/10/04,medicina,,apeadero las chimbas,-1
647,mr. jeffery bailey,m,,shane01@gmail.com,1966/08/21,universidad tecnológica nacional,2020/10/19,ingeniería en informática,,anecon chico,-1
648,carrie mason,f,,janetmay@yahoo.com,1974/07/06,universidad tecnológica nacional,2020/10/31,técnico para bioterios ,,el camoati,-1
649,pamela olson,f,,sandraandrews@hotmail.com,1978/12/14,universidad tecnológica nacional,2020/12/03,farmacia,,colonia escribano,-1
650,james henderson,m,,larsonrobert@gmail.com,1962/08/05,universidad tecnológica nacional,2020/10/29,licenciatura en ciencias de la educación ,,aguas calientes,-1
651,benjamin torres,m,,lindseymendez@gmail.com,2019/03/07,universidad tecnológica nacional,2020/11/17,contador público ,,maria magdalena,-1
652,misty kim,f,,greenmatthew@yahoo.com,1971/10/11,universidad tecnológica nacional,2021/01/16,bioquímica,,correntoso,-1
653,christine hall,f,,yedwards@hotmail.com,1922/04/05,universidad tecnológica nacional,2020/09/13,licenciatura en ciencias de la educación ,,comandante giribone,-1
654,aaron nguyen,m,,alexandra93@gmail.com,1949/02/06,universidad tecnológica nacional,2020/12/24,licenciatura en relaciones del trabajo ,,altamirano norte,-1
655,kayla williams,f,,kim44@gmail.com,1985/12/08,universidad nacional de jujuy,2020/09/16,ingeniería mecánica,,la eduvigis,-1
656,michael garcia,m,,cherylwatson@yahoo.com,1961/02/05,universidad tecnológica nacional,2020/10/15,licenciatura en sociología ,,grutly,-1
657,victoria hernandez,f,,lisaoconnor@hotmail.com,1990/10/28,universidad nacional de jujuy,2020/10/23,licenciatura en producción de bioimagenes,,bigand,-1
658,bonnie hartman,f,,brian21@yahoo.com,2016/03/10,universidad tecnológica nacional,2021/01/09,licenciatura en gestión de agroalimentos,,estacion lago epecuen,-1
659,lisa smith,f,,batesheidi@gmail.com,1961/10/10,universidad nacional de jujuy,2021/01/11,agronomía,,cañada,-1
660,gilbert winters,m,,carol51@gmail.com,1987/10/16,universidad tecnológica nacional,2020/10/01,arquitectura,,balneario la caleta,-1
661,steven mckinney,m,,jimenezchad@hotmail.com,1915/10/04,universidad nacional de jujuy,2020/12/05,medicina,,villa sauce,-1
662,deborah mcintyre,f,,nicholasjordan@hotmail.com,1984/12/09,universidad nacional de jujuy,2021/01/08,medicina,,agua de torre,-1
663,jacob callahan,m,,tammy24@hotmail.com,1968/01/17,universidad tecnológica nacional,2020/11/18,medicina,,altillo del medio,-1
664,shane dean dds,m,,kaylawilson@gmail.com,1954/01/28,universidad tecnológica nacional,2020/09/02,licenciatura en ciencias biológicas,,aguilares,-1
665,nancy moore dds,f,,tylercruz@hotmail.com,1938/09/29,universidad tecnológica nacional,2020/09/03,licenciatura en kinesiología y fisiatría,,arroyo castillo,-1
666,melinda oconnor,f,,nataliebrown@gmail.com,1994/02/23,universidad tecnológica nacional,2020/10/19,licenciatura en artes,,aconquija,-1
667,stephen juarez,m,,paul61@hotmail.com,2016/03/04,universidad nacional de jujuy,2021/01/11,licenciatura en ciencia y tecnología de alimentos,,florencio varela,-1
668,robert murphy,m,,hunterlewis@gmail.com,1982/08/22,universidad tecnológica nacional,2020/10/29,licenciatura en ciencias ambientales,,alvear,-1
669,gregory reese,m,,pcarter@gmail.com,2010/01/24,universidad tecnológica nacional,2020/10/01,licenciatura en planificación y diseño del paisaje,,11 de mayo,-1
670,angela clark,f,,jennifer59@hotmail.com,1940/09/24,universidad tecnológica nacional,2020/12/21,licenciatura en terapia ocupacional,,bocayuba,-1
671,tina wade,f,,greenmichael@hotmail.com,1946/03/14,universidad tecnológica nacional,2020/12/13,licenciatura en administración ,,banda florida,-1
672,hannah ferguson,f,,petersonchristine@gmail.com,1972/12/27,universidad nacional de jujuy,2020/12/04,licenciatura en ciencia política ,,chilecito,-1
673,michael shepherd,m,,vmiller@yahoo.com,1921/10/25,universidad nacional de jujuy,2020/11/01,actuario ,,el carbalino,-1
674,andres thompson,m,,alvaradokimberly@yahoo.com,1912/03/16,universidad tecnológica nacional,2021/01/24,licenciatura en ciencias de la educación ,,el jaguel,-1
675,susan wilson,f,,ubrowning@hotmail.com,1908/04/10,universidad tecnológica nacional,2021/01/25,bioquímica,,villa manzano,-1
676,sheila meyer,f,,dawnrivera@yahoo.com,1930/08/18,universidad tecnológica nacional,2020/09/24,licenciatura en gestión de agroalimentos,,favelli,-1
677,jasmine rojas,f,,yvonne16@gmail.com,1993/04/23,universidad tecnológica nacional,2020/11/08,licenciatura en kinesiología y fisiatría,,general rodriguez,-1
678,michael mcclure,m,,qburch@yahoo.com,1923/05/11,universidad tecnológica nacional,2020/10/17,diseño industrial,,alvarez jonte,-1
679,dennis lawson,m,,nataliemcdaniel@hotmail.com,1907/01/17,universidad tecnológica nacional,2020/09/28,actuario ,,el jaguel,-1
680,deanna edwards,f,,pwilson@gmail.com,1915/10/06,universidad nacional de jujuy,2021/01/24,licenciatura en musicoterapia,,campo huber,-1
681,holly warren,f,,mayerrhonda@yahoo.com,1906/09/22,universidad tecnológica nacional,2020/12/07,licenciatura en ciencias geológicas,,los frentones,-1
682,todd williams,m,,adampowers@hotmail.com,1990/04/08,universidad tecnológica nacional,2020/10/27,farmacia,,alto del saladillo,-1
683,darren miller,m,,webersandra@hotmail.com,2008/11/25,universidad nacional de jujuy,2020/10/21,licenciatura en ciencias de la computación,,avanzada,-1
684,mark barnett,m,,carlossmith@gmail.com,2003/06/22,universidad nacional de jujuy,2020/10/30,licenciatura en ciencias biológicas,,edmundo perkins,-1
685,alexis cook,f,,robert30@hotmail.com,2020/01/15,universidad nacional de jujuy,2021/01/30,licenciatura en gestión de agroalimentos,,kilometro 374,-1
686,glenn patel,m,,gutierrezspencer@gmail.com,1908/05/08,universidad nacional de jujuy,2020/10/29,licenciatura en ciencias de la educación ,,cuartel v,-1
687,donald zamora,m,,vbean@yahoo.com,1993/09/23,universidad tecnológica nacional,2020/10/19,ciencias veterinarias,,2 de julio,-1
688,devon massey,m,,ctaylor@gmail.com,1934/08/07,universidad nacional de jujuy,2020/11/20,licenciatura en ciencias geológicas,,colonia la blanquita,-1
689,bradley carey,m,,pearsonmark@hotmail.com,1998/02/02,universidad nacional de jujuy,2020/10/06,licenciatura en ciencias ambientales,,aldea san gregorio,-1
690,richard lynn,m,,maydevin@yahoo.com,1972/07/11,universidad nacional de jujuy,2020/10/20,licenciatura en ciencia y tecnología de alimentos,,alto del saladillo,-1
691,christopher marsh,m,,hendersonmark@hotmail.com,2016/08/18,universidad tecnológica nacional,2021/01/14,licenciatura en ciencias ambientales,,9 de julio,-1
692,edward weaver,m,,woodsbrittney@yahoo.com,1961/08/03,universidad nacional de jujuy,2020/11/07,medicina,,baigorrita,-1
693,ruben dougherty,m,,gyang@gmail.com,1972/10/21,universidad nacional de jujuy,2020/09/10,licenciatura en gestión de agroalimentos,,colonia clara,-1
694,lisa grimes,f,,petersontracey@hotmail.com,1968/01/06,universidad nacional de jujuy,2020/11/29,ingeniería en informática,,colonia bella vista,-1
695,timothy hood,m,,zmoore@yahoo.com,1934/04/01,universidad nacional de jujuy,2021/01/02,licenciatura en ciencias antropológicas,,arroyo del rey,-1
696,john spencer,m,,kingpeter@yahoo.com,1919/01/20,universidad nacional de jujuy,2020/10/27,diseño industrial,,campo medina,-1
697,edward fernandez,m,,lance96@gmail.com,1942/11/11,universidad nacional de jujuy,2021/01/27,licenciatura en ciencias antropológicas,,carbometal,-1
698,chelsea sullivan,f,,treilly@gmail.com,1948/10/14,universidad tecnológica nacional,2020/10/10,diseño de imagen y sonido,,aguas calientes,-1
699,nicholas kelly,m,,maciaslinda@yahoo.com,1973/10/02,universidad nacional de jujuy,2020/11/20,licenciatura en artes,,colonia baron,-1
700,daniel anderson,m,,melissa57@gmail.com,2000/04/29,universidad nacional de jujuy,2020/11/15,licenciatura en gestión de agroalimentos,,aromos,-1
701,andrew thornton,m,,tburns@yahoo.com,1917/10/01,universidad tecnológica nacional,2020/09/04,diseño de imagen y sonido,,dho,-1
702,steven williams,m,,lisa08@hotmail.com,2012/09/24,universidad tecnológica nacional,2020/10/26,ingeniería electrónica,,aguada florencio,-1
703,trevor smith,m,,mary23@gmail.com,1921/04/05,universidad nacional de jujuy,2020/09/13,licenciatura en terapia ocupacional,,campo garay,-1
704,timothy taylor,m,,wagnergloria@hotmail.com,1935/09/09,universidad tecnológica nacional,2021/01/18,actuario ,,colonia zapata,-1
705,ashley robbins,f,,frederick52@yahoo.com,1936/07/24,universidad nacional de jujuy,2021/01/11,licenciatura en psicología,,campo salusso,-1
706,kim schneider,f,,ewingbrandon@hotmail.com,1927/05/11,universidad tecnológica nacional,2020/09/20,licenciatura en ciencias de la computación,,dina huapi,-1
707,benjamin french,m,,cruzrobert@yahoo.com,1906/08/08,universidad nacional de jujuy,2020/12/31,licenciatura en musicoterapia,,camaron chico,-1
708,david flores,m,,diana35@hotmail.com,1947/04/01,universidad tecnológica nacional,2021/01/01,licenciatura en ciencia y tecnología de alimentos,,ingeniero balbin,-1
709,terry cunningham,m,,dmartin@yahoo.com,2006/03/18,universidad nacional de jujuy,2020/09/22,bioquímica,,lomas de zamora,-1
710,dawn richards,f,,claudiaarmstrong@yahoo.com,1998/09/19,universidad tecnológica nacional,2021/01/20,licenciatura en gestión de agroalimentos,,angelica,-1
711,scott bell,m,,gbrown@gmail.com,1968/11/30,universidad tecnológica nacional,2020/09/17,licenciatura en musicoterapia,,abasto,-1
712,adrian rodriguez,m,,edwardturner@yahoo.com,2008/09/23,universidad tecnológica nacional,2020/11/03,farmacia,,cutral co,-1
713,andrew becker,m,,kgibson@hotmail.com,1934/01/31,universidad tecnológica nacional,2021/01/08,licenciatura en psicología,,alizal,-1
714,victoria gardner,f,,dlawrence@gmail.com,1948/05/22,universidad nacional de jujuy,2020/12/02,licenciatura en ciencias antropológicas,,adolfo j pomar,-1
715,tina jenkins,f,,lauren73@hotmail.com,2013/06/22,universidad nacional de jujuy,2020/11/03,ingeniería en informática,,san nicolas de los arroyos,-1
716,michelle lang,f,,scottanthony@gmail.com,1935/07/13,universidad tecnológica nacional,2020/09/04,contador público ,,la chirlandia,-1
717,leonard ross,m,,danny80@yahoo.com,1951/07/25,universidad nacional de jujuy,2020/12/28,bioquímica,,chillar,-1
718,amy frost,f,,michael47@hotmail.com,1932/05/30,universidad nacional de jujuy,2020/09/25,licenciatura en musicoterapia,,carahunco,-1
719,april morgan,f,,jon74@gmail.com,1990/12/11,universidad nacional de jujuy,2020/09/27,agronomía,,alamos,-1
720,michael johnson,m,,vpage@yahoo.com,1991/11/22,universidad tecnológica nacional,2020/09/01,medicina,,cantera villalonga,-1
721,kelly davis,f,,shannon17@yahoo.com,1958/06/02,universidad nacional de jujuy,2020/12/19,licenciatura en ciencia política ,,abra de peñas,-1
722,cheryl cordova,f,,sophia06@gmail.com,1945/10/10,universidad nacional de jujuy,2020/10/12,licenciatura en musicoterapia,,altamirano sud,-1
723,kelly hess,f,,bryantpatricia@gmail.com,1910/01/28,universidad tecnológica nacional,2020/09/23,licenciatura en ciencias antropológicas,,colonia la gaviota,-1
724,sherri anderson,f,,ncook@gmail.com,2018/05/01,universidad nacional de jujuy,2020/09/10,licenciatura en terapia ocupacional,,escuela agricola don bosco,-1
725,kristopher clements,m,,jonestamara@gmail.com,1949/06/21,universidad tecnológica nacional,2020/09/28,licenciatura en ciencias antropológicas,,ingeniero thompson,-1
726,carrie shaw,f,,robertsvanessa@yahoo.com,1923/05/04,universidad nacional de jujuy,2020/11/05,licenciatura en ciencias de la computación,,cinco saltos,-1
727,george pacheco,m,,franklin37@yahoo.com,2012/10/11,universidad nacional de jujuy,2021/01/09,farmacia,,adrogue,-1
728,jennifer smith,f,,rebeccavasquez@gmail.com,1967/04/12,universidad nacional de jujuy,2020/09/26,diseño de imagen y sonido,,la viticola,-1
729,sergio ramos,m,,smithwilliam@gmail.com,1959/04/21,universidad tecnológica nacional,2020/09/24,diseño de imagen y sonido,,puesto de isla,-1
730,heather gonzalez,f,,cody79@gmail.com,1998/03/09,universidad tecnológica nacional,2020/11/29,licenciatura en ciencias ambientales,,arturo almaraz,-1
731,debbie rose,f,,dsellers@hotmail.com,1997/10/13,universidad nacional de jujuy,2020/10/20,licenciatura en ciencias antropológicas,,el porvenir,-1
732,corey murray,m,,ashley32@hotmail.com,1983/05/12,universidad tecnológica nacional,2020/10/13,ingeniería electrónica,,buena nueva,-1
733,gary watkins,m,,hollybrown@gmail.com,1967/03/22,universidad tecnológica nacional,2020/09/18,técnico para bioterios ,,cameron,-1
734,william green,m,,william07@hotmail.com,1969/06/25,universidad nacional de jujuy,2020/12/02,licenciatura en musicoterapia,,rawson,-1
735,john wagner,m,,blakemary@yahoo.com,1986/02/25,universidad tecnológica nacional,2020/09/11,licenciatura en musicoterapia,,arroyo san juan,-1
736,barbara sparks,f,,jason73@yahoo.com,1978/01/13,universidad tecnológica nacional,2020/12/11,licenciatura en ciencias biológicas,,baradero,-1
737,lisa frye,f,,xmcdonald@yahoo.com,2015/04/02,universidad tecnológica nacional,2020/10/16,licenciatura en administración ,,alto del salvador,-1
738,christopher perkins,m,,andrewowen@gmail.com,2016/06/27,universidad tecnológica nacional,2020/12/31,licenciatura en ciencia y tecnología de alimentos,,juan vucetich ex dr r levene,-1
739,jennifer wilson,f,,brianbrown@hotmail.com,1917/05/03,universidad nacional de jujuy,2020/09/03,licenciatura en ciencias ambientales,,haras san jacinto,-1
740,caleb page,m,,johnathanbradley@gmail.com,1924/08/30,universidad tecnológica nacional,2020/10/26,licenciatura en ciencia y tecnología de alimentos,,banda florida,-1
741,james johnson,m,,shirleymedina@yahoo.com,1952/11/11,universidad tecnológica nacional,2020/10/03,licenciatura en artes,,carreras,-1
742,alison scott,f,,lphillips@hotmail.com,2000/10/19,universidad tecnológica nacional,2020/12/16,licenciatura en ciencias antropológicas,,la querencia,-1
743,christian dominguez,m,,pattersoncorey@gmail.com,1906/07/27,universidad nacional de jujuy,2021/01/22,licenciatura en sociología ,,campo monte la viruela,-1
744,laurie holmes,f,,griffithtraci@gmail.com,2005/09/27,universidad tecnológica nacional,2020/11/18,licenciatura en administración ,,cabreria,-1
745,erin caldwell,f,,douglas95@gmail.com,1942/10/18,universidad tecnológica nacional,2021/01/06,licenciatura en ciencias biológicas,,aguapey,-1
746,ashley richmond,f,,egill@yahoo.com,1984/01/23,universidad nacional de jujuy,2020/12/24,licenciatura en planificación y diseño del paisaje,,langueyu,-1
747,jacob king,m,,lisa15@hotmail.com,1961/07/24,universidad nacional de jujuy,2020/11/30,licenciatura en gestión de agroalimentos,,alvarez jonte,-1
748,carrie rush,f,,chudson@gmail.com,1949/08/11,universidad nacional de jujuy,2020/12/02,licenciatura en ciencias geológicas,,empalme san carlos,-1
749,amber robertson,f,,mzhang@yahoo.com,1975/04/16,universidad nacional de jujuy,2020/11/19,diseño de imagen y sonido,,juancho,-1
750,david garrett,m,,christian47@yahoo.com,2016/01/31,universidad tecnológica nacional,2021/01/31,bioquímica,,cerrillos al sud,-1
751,brittney hines,f,,justinroberts@gmail.com,1968/10/15,universidad tecnológica nacional,2021/01/08,licenciatura en ciencias ambientales,,alpachiri,-1
752,seth oliver,m,,zacharyhaynes@hotmail.com,1975/02/02,universidad nacional de jujuy,2021/01/23,diseño de imagen y sonido,,labarden,-1
753,brittany freeman,f,,glenn53@yahoo.com,2002/04/09,universidad tecnológica nacional,2020/12/04,licenciatura en ciencias de la educación ,,san antonio de padua,-1
754,katelyn ball,f,,erikmelton@hotmail.com,1956/05/12,universidad nacional de jujuy,2021/01/22,licenciatura en ciencia política ,,abra de hinojo,-1
755,rachel marsh,f,,chandlerjessica@hotmail.com,1950/09/15,universidad tecnológica nacional,2021/01/03,licenciatura en terapia ocupacional,,wheelwright,-1
756,susan stevenson,f,,rosekelsey@hotmail.com,1975/03/21,universidad nacional de jujuy,2021/01/28,licenciatura en ciencias de la educación ,,esmeralda,-1
757,kelly daniels,m,,davidsonmichael@hotmail.com,1933/02/25,universidad tecnológica nacional,2020/09/16,licenciatura en ciencia política ,,manuel ocampo,-1
758,luke cook,m,,marysmall@yahoo.com,1998/08/19,universidad nacional de jujuy,2020/12/30,licenciatura en ciencia política ,,colonia florencia,-1
759,angela chavez,f,,sandraparsons@hotmail.com,1985/08/29,universidad tecnológica nacional,2020/11/25,licenciatura en gestión de agroalimentos,,cabure,-1
760,susan powell dds,f,,jason10@yahoo.com,1941/07/06,universidad tecnológica nacional,2020/11/24,ingeniería mecánica,,achiras,-1
761,russell ross,m,,kelleystephanie@gmail.com,1986/06/28,universidad nacional de jujuy,2020/11/03,licenciatura en gestión de agroalimentos,,boeuf,-1
762,eric thomas,m,,schneidershannon@yahoo.com,1984/06/26,universidad nacional de jujuy,2021/01/06,ingeniería electrónica,,colonia duportal,-1
763,andrea martinez,f,,tonythompson@hotmail.com,1940/09/10,universidad tecnológica nacional,2020/12/25,diseño industrial,,alcaraz norte,-1
764,clinton fisher,m,,vickiewarner@gmail.com,2011/07/16,universidad nacional de jujuy,2020/12/13,licenciatura en relaciones del trabajo ,,villa raffo,-1
765,chad logan,m,,robertswesley@hotmail.com,2000/08/02,universidad tecnológica nacional,2020/09/30,licenciatura en artes,,baños lunlunta,-1
766,marissa sanders,f,,rrobinson@yahoo.com,1964/02/07,universidad nacional de jujuy,2020/10/29,licenciatura en producción de bioimagenes,,colonia rusa,-1
767,brandi wheeler,f,,tlong@gmail.com,1987/07/12,universidad tecnológica nacional,2020/10/02,licenciatura en ciencia política ,,cortines,-1
768,benjamin sampson,m,,amandakhan@gmail.com,1946/03/05,universidad tecnológica nacional,2020/12/11,medicina,,paso telegrafo,-1
769,vickie jones,f,,xrodriguez@hotmail.com,2018/10/20,universidad tecnológica nacional,2020/10/16,diseño de imagen y sonido,,bajo las tunas,-1
770,nicole castro,f,,wigginsrichard@gmail.com,2016/01/03,universidad nacional de jujuy,2021/01/17,licenciatura en terapia ocupacional,,calilegua,-1
771,jorge montes,m,,nparsons@hotmail.com,1937/02/17,universidad nacional de jujuy,2020/10/01,agronomía,,juan f ibarra,-1
772,jason howard,m,,francisco91@gmail.com,1959/12/05,universidad nacional de jujuy,2020/12/08,licenciatura en ciencias de la educación ,,alejandro petion,-1
773,dylan reyes,m,,eric32@hotmail.com,1969/03/19,universidad tecnológica nacional,2021/01/15,licenciatura en ciencia y tecnología de alimentos,,algarrobo,-1
774,mark thompson,m,,perry39@hotmail.com,2004/09/04,universidad nacional de jujuy,2021/01/03,diseño industrial,,boeuf,-1
775,jorge franklin,m,,lmayo@hotmail.com,1946/12/02,universidad nacional de jujuy,2020/10/03,bioquímica,,barrio trocha,-1
776,ricky carlson,m,,janegibson@gmail.com,1985/06/01,universidad tecnológica nacional,2021/01/26,ingeniería mecánica,,barrio belgrano,-1
777,michael hill,m,,glopez@yahoo.com,2016/09/26,universidad nacional de jujuy,2020/12/16,licenciatura en ciencias geológicas,,wilde,-1
778,christopher henderson,m,,kristinapearson@yahoo.com,1908/06/16,universidad tecnológica nacional,2021/01/23,ingeniería en informática,,el hoyo,-1
779,curtis johnson,m,,ericpierce@gmail.com,1934/10/16,universidad nacional de jujuy,2020/12/05,ingeniería electrónica,,calderon,-1
780,adam bridges,m,,dennis12@hotmail.com,1957/03/08,universidad tecnológica nacional,2020/12/15,ingeniería electrónica,,las hermanas,-1
781,teresa gordon,f,,sgarrett@gmail.com,1989/08/10,universidad tecnológica nacional,2020/09/19,farmacia,,canal 15 cerro de la gloria,-1
782,julia yang,f,,twest@hotmail.com,1967/08/04,universidad nacional de jujuy,2020/12/22,licenciatura en ciencia política ,,el potrero,-1
783,wendy dalton,f,,bsmith@hotmail.com,1950/09/27,universidad nacional de jujuy,2020/10/02,agronomía,,bustamante,-1
784,michael howard,m,,fpearson@hotmail.com,1918/05/05,universidad nacional de jujuy,2021/01/31,licenciatura en ciencia política ,,gobernador benegas,-1
785,james perez,m,,amyjackson@gmail.com,1914/07/25,universidad nacional de jujuy,2020/12/14,licenciatura en ciencias de la educación ,,balneario oceano,-1
786,monique garner,f,,mkim@yahoo.com,1924/09/24,universidad nacional de jujuy,2020/09/22,ingeniería en informática,,amberes,-1
787,melissa dunn,f,,stacygraves@gmail.com,1939/10/21,universidad tecnológica nacional,2021/01/18,ingeniería electrónica,,el pino,-1
788,lawrence thomas,m,,dking@hotmail.com,1933/10/12,universidad tecnológica nacional,2021/01/05,licenciatura en sociología ,,paso de los andes,-1
789,cindy anderson,f,,rebecca15@yahoo.com,1932/05/21,universidad nacional de jujuy,2020/12/27,licenciatura en ciencias geológicas,,17 de agosto,-1
790,johnny thomas,m,,abaker@hotmail.com,1950/02/11,universidad tecnológica nacional,2020/12/08,licenciatura en psicología,,gente grande,-1
791,john garcia,m,,gbridges@yahoo.com,2004/01/10,universidad nacional de jujuy,2020/09/14,diseño industrial,,arroyo dulce,-1
