university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/31,gerald white,,m,0,,el carbalino,jessica69@hotmail.com,1980/06/26
universidad tecnológica nacional,actuario ,2020/09/28,sarah ramirez,,f,0,,estancia las gamas,moorejeffrey@gmail.com,1916/04/28
universidad tecnológica nacional,licenciatura en artes,2020/12/02,joshua rogers,,m,0,,el bombero,taylorjohnson@gmail.com,1944/08/13
universidad tecnológica nacional,medicina,2020/10/15,steven strickland,,m,0,,alcaraz sud,whitney32@yahoo.com,2021/02/07
universidad tecnológica nacional,ingeniería electrónica,2020/10/05,george walsh,,m,0,,el gualicho,xchavez@hotmail.com,1945/02/23
universidad tecnológica nacional,agronomía,2021/01/05,mark herman,,m,0,,arroyo molino,martinashley@gmail.com,1962/09/18
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/18,michael thompson,,m,0,,angaco norte,ortegadawn@yahoo.com,1952/08/17
universidad tecnológica nacional,licenciatura en artes,2020/09/16,kristen parker,,f,0,,barrancon,simmonsthomas@gmail.com,1920/06/22
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/17,nicole nelson,,f,0,,villa eloisa,douglasandrews@gmail.com,1983/07/16
universidad tecnológica nacional,medicina,2021/01/12,thomas oliver,,m,0,,aero club rosario,amylong@hotmail.com,1998/03/18
universidad tecnológica nacional,arquitectura,2020/10/29,heather brady,,f,0,,juan f ibarra,maurice76@gmail.com,1906/03/05
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/08,shane logan,,m,0,,alejandra,nferrell@hotmail.com,1939/10/03
universidad tecnológica nacional,licenciatura en psicología,2020/12/17,deborah mccoy,,f,0,,bathurst estacion,robertsjessica@hotmail.com,2014/05/11
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/01,wendy barnes,,f,0,,la isabel,valenciaholly@gmail.com,1953/04/30
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/04,cindy barron,,f,0,,estacion mazan,wagnerjohn@gmail.com,1915/08/06
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/02,paul cox,,m,0,,alcete,brianingram@yahoo.com,1960/06/13
universidad tecnológica nacional,contador público ,2020/10/13,samantha rose,,f,0,,la ribera,amanda07@gmail.com,2007/11/28
universidad tecnológica nacional,licenciatura en psicología,2021/01/03,lawrence barrera,,m,0,,iraola,tinapark@hotmail.com,1998/09/30
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/20,melanie hall,,f,0,,lavalle,raymondchristopher@gmail.com,1937/03/16
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/29,robert walls,,m,0,,campo coubert,eric06@yahoo.com,2012/02/24
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/24,patricia wagner,,f,0,,4 de febrero,gibbsdavid@gmail.com,1989/08/07
universidad tecnológica nacional,arquitectura,2020/11/12,scott bennett,,m,0,,gaboto,kennethgarcia@yahoo.com,1977/11/03
universidad tecnológica nacional,ingeniería mecánica,2021/01/14,allen weber,,m,0,,argerich,yruiz@gmail.com,1943/11/06
universidad tecnológica nacional,actuario ,2020/12/09,valerie west,,f,0,,chiclana,iwatson@gmail.com,1986/05/21
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/29,mackenzie martinez,,f,0,,dos hermanos,hollypollard@yahoo.com,1981/04/23
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/12/02,angelica webster,,f,0,,agua botada,morganrachel@yahoo.com,1916/04/20
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/09,grace kirby,,f,0,,abra rica,becky42@hotmail.com,1924/02/15
universidad tecnológica nacional,diseño industrial,2021/01/27,alicia hill,,f,0,,2 de mayo,jenniferwillis@yahoo.com,2012/03/18
universidad tecnológica nacional,licenciatura en psicología,2020/12/30,matthew johnson,,m,0,,huanguelen,xroberts@hotmail.com,1941/08/11
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/01,brian ali,,m,0,,algarrobitos 1ro,jrodriguez@yahoo.com,1952/06/15
universidad tecnológica nacional,licenciatura en administración ,2021/01/30,john bryant,,m,0,,ingeniero beaugey,maryavila@gmail.com,1970/05/03
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/23,jason morrison,,m,0,,campo largo,teresawallace@gmail.com,1931/02/12
universidad tecnológica nacional,licenciatura en artes,2021/01/25,brian thomas,,m,0,,el alto,hallen@yahoo.com,1985/05/21
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/27,sara hayes,,f,0,,adolfo rodriguez saa,aromero@gmail.com,1916/05/05
universidad tecnológica nacional,medicina,2020/11/15,michael robertson,,m,0,,san mayol,moraneric@yahoo.com,1944/04/10
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/10/24,patrick stephenson dvm,,m,0,,capitan castro,hbrown@gmail.com,1964/10/18
universidad tecnológica nacional,contador público ,2020/10/13,paul jordan,,m,0,,chanilao,amarshall@gmail.com,1978/12/16
universidad tecnológica nacional,contador público ,2020/11/14,eric rogers,,m,0,,cerrillos al sud,kaylee84@yahoo.com,1917/10/26
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/23,kathryn lucas,,f,0,,langueyu,elizabeth86@yahoo.com,1969/08/10
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/15,kathryn smith,,f,0,,cavour,pam05@gmail.com,1959/11/25
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/01,megan henderson,,f,0,,la california,david80@gmail.com,1955/12/18
universidad tecnológica nacional,diseño de imagen y sonido,2020/12/06,sean clements,,m,0,,barrio emir ramon juarez,qmorrison@gmail.com,1968/07/06
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/12/23,matthew taylor,,m,0,,arroyo canelon,krobinson@hotmail.com,2019/04/08
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/17,richard neal,,m,0,,abra,smartinez@gmail.com,1973/06/14
universidad tecnológica nacional,contador público ,2020/10/24,hannah pena,,f,0,,9 de julio,rmejia@yahoo.com,1911/01/14
universidad tecnológica nacional,contador público ,2020/12/07,anthony gill,,m,0,,el araza,woodmary@hotmail.com,1909/04/05
universidad tecnológica nacional,ingeniería mecánica,2020/12/01,lisa brown,,f,0,,chancay,jacobramos@gmail.com,1967/05/24
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/25,kim miller,,f,0,,caraguatay,ldillon@gmail.com,1978/02/05
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/26,david cole,,m,0,,blaquier,robert51@gmail.com,1936/03/20
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/15,benjamin mitchell,,m,0,,10 de mayo,mcculloughjodi@hotmail.com,2018/10/28
universidad tecnológica nacional,ingeniería electrónica,2020/11/29,danielle harris,,f,0,,alejandra,vincentnicholas@hotmail.com,2005/12/30
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/29,russell paul,,m,0,,25 de mayo,xhancock@yahoo.com,1990/01/03
universidad tecnológica nacional,diseño industrial,2020/09/16,elizabeth smith,,f,0,,colonia clara,amandacharles@gmail.com,1939/04/17
universidad tecnológica nacional,licenciatura en psicología,2021/01/15,caleb adams,,m,0,,agua del simbol,dcollins@gmail.com,2020/05/30
universidad tecnológica nacional,ingeniería en informática,2020/11/05,brian howell,,m,0,,angaco norte,jamesallen@gmail.com,1958/03/24
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/09,robert douglas,,m,0,,aldea san gregorio,katherine08@gmail.com,1921/08/16
universidad tecnológica nacional,ingeniería electrónica,2020/09/07,tyler robinson,,m,0,,arroyo canelon,westrebecca@gmail.com,1966/03/08
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/30,steven matthews,,m,0,,colonia mackinlay,graydaniel@gmail.com,1950/07/15
universidad tecnológica nacional,medicina,2020/12/11,christina gibson,,f,0,,aguapey,yfoley@gmail.com,1953/08/27
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/15,stacey khan,,f,0,,9 de julio kilometro 20,heidi38@yahoo.com,2013/02/02
universidad tecnológica nacional,ciencias veterinarias,2021/01/31,daniel kim,,m,0,,centro comunitario cnia nue,qconway@gmail.com,1990/05/06
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/22,keith roman,,m,0,,alcaraz 1ro,oscarchoi@yahoo.com,2005/12/25
universidad tecnológica nacional,bioquímica,2020/11/05,joshua harris,,m,0,,almacen castro,nmccarthy@gmail.com,1928/04/30
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/14,catherine kelley,,f,0,,avena,lawsonjoshua@gmail.com,1992/03/04
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/05,jordan nguyen,,f,0,,cabo san fermin,richardsonamanda@gmail.com,2002/08/28
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/09/09,leonard campbell,,m,0,,colonia beaufort,maryfox@gmail.com,1958/10/16
universidad tecnológica nacional,diseño industrial,2021/01/27,eric stout,,m,0,,la pelada,alexandria72@hotmail.com,2002/08/23
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/17,david miller,,m,0,,10 de mayo,jeffreykelley@hotmail.com,2008/06/14
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/03,dr. brandon frye dds,,m,0,,atencio,butlersarah@hotmail.com,2015/03/05
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/21,daniel warner md,,m,0,,empalme frontera,starkstacey@gmail.com,1965/04/05
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/15,daniel smith,,m,0,,cushamen,jennifer24@yahoo.com,1933/05/19
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/12/17,aaron hansen,,m,0,,alejandro petion,michaelmacdonald@yahoo.com,1907/10/25
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2021/01/27,linda bryant,,f,0,,batelito,lacey88@hotmail.com,2004/12/02
universidad tecnológica nacional,contador público ,2020/12/22,rebecca hooper,,f,0,,casira,john66@gmail.com,1929/01/20
universidad tecnológica nacional,contador público ,2020/10/06,brooke bailey,,f,0,,cerana,udaniels@gmail.com,1995/06/20
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/14,brian lopez,,m,0,,alto grande,kennethgreen@yahoo.com,1971/10/01
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/02/01,eric shaw,,m,0,,doctor domingo harosteguy,lporter@yahoo.com,1930/01/23
universidad tecnológica nacional,contador público ,2021/01/07,mark jones,,m,0,,coronel granada,william23@gmail.com,2016/12/20
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021/01/04,richard livingston,,m,0,,ampata,reiddarren@gmail.com,1925/08/14
universidad tecnológica nacional,agronomía,2020/12/22,larry taylor,,m,0,,arroyo las minas,ystevens@yahoo.com,1995/02/17
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/11/19,jennifer hardin,,f,0,,colpes,imcdowell@gmail.com,1944/01/30
universidad tecnológica nacional,técnico para bioterios ,2020/11/26,thomas gillespie,,m,0,,capitan montoya,fordkathy@hotmail.com,2019/08/18
universidad tecnológica nacional,bioquímica,2020/09/16,mary harris,,f,0,,centenario,daniel90@gmail.com,1943/10/15
universidad tecnológica nacional,agronomía,2020/10/18,daniel macias,,m,0,,bernal este,michaelmckay@gmail.com,1913/09/27
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/01/08,melanie wilkins,,f,0,,alberto flores,jacobsonpamela@yahoo.com,1924/10/24
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/19,andre lewis,,m,0,,anasagasti,kking@yahoo.com,1943/02/02
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/21,carlos downs,,m,0,,colonia valdez,fsanchez@yahoo.com,1907/12/02
universidad tecnológica nacional,técnico para bioterios ,2020/09/22,lori collins,,f,0,,bañadito viejo,morenowendy@yahoo.com,1955/12/03
universidad tecnológica nacional,diseño industrial,2021/01/18,joshua lawrence,,m,0,,algarrobo,sarahpeterson@yahoo.com,1972/04/05
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/09,joel garcia,,m,0,,colonia hardy,stevensalexander@hotmail.com,1976/12/09
universidad tecnológica nacional,ingeniería electrónica,2020/11/27,elizabeth smith,,f,0,,paso telegrafo,wilkinsonjoseph@gmail.com,1918/07/03
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/02,jessica parsons,,f,0,,alto de las arañas,moralesivan@hotmail.com,1925/04/05
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/05,wesley bradley,,m,0,,colonia el simbol,amy91@hotmail.com,2005/01/08
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/10,brandi evans,,f,0,,el guanaco,petersonnicole@gmail.com,2010/05/24
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/10,david lawrence,,m,0,,arroyo corralito,wolfjenny@yahoo.com,1967/10/24
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/12/08,john vasquez,,m,0,,colonia adolfo alsina,christopher64@yahoo.com,2005/05/16
universidad tecnológica nacional,licenciatura en ciencia política ,2020/09/18,chelsea ray,,f,0,,basail,whitesean@yahoo.com,1960/11/22
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/15,taylor bennett,,f,0,,campo la lima,matthewsmary@gmail.com,1992/01/02
universidad tecnológica nacional,licenciatura en sociología ,2020/10/16,summer klein,,f,0,,campo del norte americano,chadcummings@gmail.com,2000/07/20
universidad tecnológica nacional,medicina,2020/10/22,john ford,,m,0,,el potrero,elizabeth32@yahoo.com,1958/01/19
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/11/20,kathryn jones,,f,0,,abipones,tmorton@gmail.com,2019/05/30
universidad tecnológica nacional,técnico para bioterios ,2020/11/09,katelyn alexander,,f,0,,aconquija,timothy89@gmail.com,2010/02/12
universidad tecnológica nacional,contador público ,2020/09/11,brian mason,,m,0,,colonia los sauces,mwolf@gmail.com,1974/09/10
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/26,janice lara,,f,0,,atreuco,alijulie@yahoo.com,1936/04/01
universidad tecnológica nacional,ingeniería en informática,2020/11/15,donald eaton,,m,0,,17 de agosto,thomasamber@hotmail.com,1976/11/07
universidad tecnológica nacional,agronomía,2020/10/20,ronald baldwin,,m,0,,banda varela,smontgomery@yahoo.com,1994/09/06
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/09/23,cheryl smith,,f,0,,canning,jeffreykrause@gmail.com,1961/07/04
universidad tecnológica nacional,farmacia,2020/10/04,kyle sellers,,m,0,,9 de abril,oashley@gmail.com,1958/08/25
universidad tecnológica nacional,técnico para bioterios ,2020/11/30,andrew martin md,,m,0,,estacion christophersen,johnhodges@yahoo.com,1923/02/03
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/09/18,brianna harrison,,f,0,,chivilcoy,samantha49@gmail.com,1922/02/13
universidad tecnológica nacional,licenciatura en artes,2020/10/28,anthony shah,,m,0,,kilometro 125,fgilmore@yahoo.com,2020/09/06
universidad tecnológica nacional,licenciatura en artes,2020/10/15,ryan hernandez,,m,0,,banda florida,leblancrachel@gmail.com,1912/06/07
universidad tecnológica nacional,ciencias veterinarias,2020/10/02,michael knight,,m,0,,comodoro rivadavia,bhancock@gmail.com,2002/04/04
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/23,katie hall,,f,0,,costa del este,swebb@yahoo.com,2007/04/30
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/01,nicole herrera,,f,0,,jose leon suarez,gordonhale@yahoo.com,1973/04/23
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/04,albert mueller,,m,0,,arrayanal,heather84@gmail.com,1943/11/04
universidad tecnológica nacional,diseño industrial,2020/11/10,tom boyd iii,,m,0,,balsa,fanderson@yahoo.com,1939/07/18
universidad tecnológica nacional,arquitectura,2021/01/26,anna maynard,,f,0,,el trebol,glee@hotmail.com,1960/12/20
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/05,michael vaughn,,m,0,,el sombrerito,annamcdowell@gmail.com,1935/04/21
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/21,jonathan steele,,m,0,,barrio el tontal,andreewing@yahoo.com,1937/12/22
universidad tecnológica nacional,ingeniería mecánica,2020/12/25,lori smith,,f,0,,granadero baigorria,anna33@yahoo.com,1925/10/30
universidad tecnológica nacional,medicina,2020/12/01,timothy james,,m,0,,calera,vjohnson@yahoo.com,1999/02/24
universidad tecnológica nacional,licenciatura en psicología,2020/09/13,nicholas thompson,,m,0,,isidro casanova,hschmitt@yahoo.com,1956/05/23
universidad tecnológica nacional,bioquímica,2020/10/01,tiffany glover,,f,0,,antonio tomas sud,fnielsen@gmail.com,1925/09/13
universidad tecnológica nacional,diseño industrial,2020/11/23,stephanie banks,,f,0,,agua rica,alexandersharp@gmail.com,1930/04/03
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/17,donald burton,,m,0,,san francisco solano,petersenstephanie@hotmail.com,1974/07/21
universidad tecnológica nacional,ciencias veterinarias,2020/12/31,melanie ellison,,f,0,,chumbicha,davidtanner@hotmail.com,1967/07/07
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/11,kara watson,,f,0,,boca p 25,harristanya@gmail.com,1966/10/05
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/12/23,amy miller,,f,0,,estela,inguyen@yahoo.com,1925/09/09
universidad tecnológica nacional,licenciatura en musicoterapia,2021/01/02,james bowman,,m,0,,temperley,jacksonkristina@gmail.com,1915/02/01
universidad tecnológica nacional,técnico para bioterios ,2020/11/28,michael johnson,,m,0,,cachel,cervantesloretta@yahoo.com,1933/10/11
universidad tecnológica nacional,ingeniería en informática,2020/12/20,heidi byrd,,f,0,,alto del puesto,mark05@yahoo.com,1962/09/10
universidad tecnológica nacional,medicina,2020/12/01,sarah davis,,f,0,,campo galloso,davidsimmons@gmail.com,1984/08/10
universidad tecnológica nacional,diseño industrial,2020/10/29,paul taylor,,m,0,,leubuco,stephanietrujillo@yahoo.com,1992/01/24
universidad tecnológica nacional,diseño industrial,2020/11/27,robert butler jr.,,m,0,,cristolia,xjones@yahoo.com,1985/07/13
universidad tecnológica nacional,bioquímica,2020/12/05,julie wilson,,f,0,,espartillar,samantha14@hotmail.com,1952/07/19
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/03,stuart butler,,m,0,,san genaro norte,kwhite@yahoo.com,1981/08/23
universidad tecnológica nacional,ingeniería en informática,2020/11/09,kevin alvarado,,m,0,,juancho,theresaduncan@hotmail.com,1919/03/17
universidad tecnológica nacional,licenciatura en artes,2020/10/14,isaac bailey,,m,0,,colonia loma negra,xpowell@gmail.com,2012/06/08
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021/01/23,justin thomas,,m,0,,antumpa,brittanysmith@yahoo.com,1909/06/28
universidad tecnológica nacional,medicina,2020/10/04,jason liu,,m,0,,cabaña el cisne,morenobrad@hotmail.com,1924/11/22
universidad tecnológica nacional,licenciatura en artes,2020/09/15,charles thompson,,m,0,,villa dominico,samuelfields@yahoo.com,1955/12/23
universidad tecnológica nacional,ingeniería electrónica,2020/10/04,trevor jacobs,,m,0,,arroyo quintana,danielstewart@yahoo.com,1978/11/28
universidad tecnológica nacional,contador público ,2020/11/27,nicole stanton,,f,0,,alto calilegua,awallace@yahoo.com,1932/11/03
universidad tecnológica nacional,ciencias veterinarias,2020/12/02,shannon west,,m,0,,cora,vsantiago@gmail.com,1918/03/17
universidad tecnológica nacional,bioquímica,2021/01/11,rachel brown,,f,0,,cachiyuyal,joshua90@yahoo.com,1913/05/13
universidad tecnológica nacional,licenciatura en ciencia política ,2020/10/25,anthony snyder,,m,0,,aguada de la peña,adamwerner@hotmail.com,1985/06/09
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/02,julie jensen,,f,0,,el brete,emay@gmail.com,1938/08/14
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/18,kevin vazquez,,m,0,,arturo vatteone,pamelabarrett@hotmail.com,1964/11/23
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/11/12,john hogan,,m,0,,acasape,jamesdennis@hotmail.com,1973/02/18
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/26,lauren smith,,f,0,,aguas buenas,derricklawrence@hotmail.com,1978/05/06
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020/12/18,william kennedy,,m,0,,campo medina,krivera@hotmail.com,1916/04/25
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/19,kristen carter,,f,0,,colonia el potrero,hrasmussen@gmail.com,1989/08/03
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2021/01/07,lauren navarro,,f,0,,ingeniero beaugey,adam29@gmail.com,1923/12/22
universidad tecnológica nacional,agronomía,2020/10/10,michael nelson,,m,0,,campo el mataco,kimberlyvalencia@yahoo.com,2001/05/11
universidad tecnológica nacional,diseño industrial,2021/01/10,nancy davis,,f,0,,chanilao,kyliegriffin@yahoo.com,2011/07/08
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/07,anthony parks,,m,0,,coronel granada,jasminetrujillo@hotmail.com,1982/10/21
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/10/22,victoria clay md,,f,0,,estacion mazan,ronald40@hotmail.com,1959/07/04
universidad tecnológica nacional,medicina,2020/10/23,amber chandler,,f,0,,23 de agosto,rachelrussell@hotmail.com,1927/03/25
universidad tecnológica nacional,ingeniería en informática,2020/12/07,jonathan alvarez,,m,0,,lomas de zamora,evan63@hotmail.com,1927/01/10
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021/02/01,robert williams,,m,0,,colonia rusa,francisdillon@yahoo.com,1983/06/30
universidad tecnológica nacional,farmacia,2021/01/01,chad brooks,,m,0,,barro negro,tmckenzie@yahoo.com,1956/12/04
universidad tecnológica nacional,farmacia,2020/11/18,christopher murphy,,m,0,,perez,ibrown@gmail.com,1914/04/29
universidad tecnológica nacional,licenciatura en administración ,2020/10/19,justin smith,,m,0,,alpasinche,sandovalmelissa@gmail.com,2019/05/21
universidad tecnológica nacional,ingeniería mecánica,2020/12/19,anthony williams,,m,0,,carreras,alex17@hotmail.com,2019/01/12
universidad tecnológica nacional,licenciatura en psicología,2020/12/23,larry martinez,,m,0,,chelforo,terry64@yahoo.com,1921/11/02
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/10/21,christopher ramos,,m,0,,cachel,randychang@gmail.com,1978/12/30
universidad tecnológica nacional,ciencias veterinarias,2021/02/01,melissa meza,,f,0,,cerana,bellsarah@hotmail.com,1935/12/03
universidad tecnológica nacional,farmacia,2021/01/20,mark trevino,,m,0,,arroyo pescado,paynejoseph@yahoo.com,1940/04/01
universidad tecnológica nacional,técnico para bioterios ,2020/10/25,joseph durham,,m,0,,estancia las isletas,bmoore@hotmail.com,1925/03/31
universidad tecnológica nacional,farmacia,2020/10/06,diana rodriguez,,f,0,,22 de diciembre,harrisnicole@gmail.com,2005/02/27
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/11/09,joel greene,,m,0,,arenoso,garnererica@hotmail.com,1958/03/06
universidad tecnológica nacional,licenciatura en psicología,2020/10/22,anthony powell,,m,0,,valle de las leñas,ddavidson@hotmail.com,1982/12/07
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,diane davis,,f,0,,atreuco,zriddle@hotmail.com,1951/10/03
universidad tecnológica nacional,licenciatura en musicoterapia,2020/09/30,david marks,,m,0,,campo de los andes,crystalnichols@hotmail.com,1939/04/21
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/14,jason pierce,,m,0,,baldes de pacheco,sierrabarrett@yahoo.com,1983/12/14
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/12,jake phillips,,m,0,,arbol solo,thomas72@yahoo.com,1919/03/18
universidad tecnológica nacional,técnico para bioterios ,2020/12/27,kevin perez,,m,0,,abo nezu,carriebaker@hotmail.com,1963/11/03
universidad tecnológica nacional,actuario ,2020/10/13,reginald ward,,m,0,,alma grande,michael15@hotmail.com,2012/07/10
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/02,ellen atkins,,f,0,,almacen cristian schubert,joelmccoy@gmail.com,1961/05/14
universidad tecnológica nacional,ciencias veterinarias,2020/12/27,melissa mann,,f,0,,campo huber,aprilgardner@yahoo.com,1970/02/16
universidad tecnológica nacional,ciencias veterinarias,2020/10/24,mr. jordan lynn,,m,0,,campo el bermejo,fieldsjennifer@hotmail.com,1948/01/30
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/02,caitlyn allen,,f,0,,olascoaga,riveradustin@yahoo.com,1954/10/04
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/02,nicole foster,,f,0,,cespedes,daniel11@gmail.com,1989/05/22
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/28,jared reynolds,,m,0,,jose maria blanco,ryan49@gmail.com,1922/07/06
universidad tecnológica nacional,técnico para bioterios ,2021/01/05,gary perry,,m,0,,cavour,martinwesley@yahoo.com,1944/10/16
universidad tecnológica nacional,farmacia,2020/09/04,erin ellis,,f,0,,algarrobo,judith31@gmail.com,2004/01/08
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/09/22,larry hays,,m,0,,alcaracito,pcampbell@yahoo.com,1925/07/19
universidad tecnológica nacional,medicina,2020/09/28,zachary thomas,,m,0,,agua blanca,alex40@gmail.com,1949/10/01
universidad tecnológica nacional,diseño de imagen y sonido,2020/09/29,keith crawford,,m,0,,crispi,wyattjavier@gmail.com,2018/11/18
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/03,kelsey allen,,f,0,,aldea santa maria,hblake@hotmail.com,1950/09/07
universidad tecnológica nacional,contador público ,2021/01/21,cheryl welch,,f,0,,aldea brasilera,daniel63@gmail.com,1951/03/29
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/13,andrew harris,,m,0,,la limpia,michaelmitchell@yahoo.com,1920/10/14
universidad tecnológica nacional,licenciatura en ciencia política ,2020/11/04,eileen howard,,f,0,,el bombero,mistyking@hotmail.com,2019/02/09
universidad tecnológica nacional,ingeniería mecánica,2020/11/04,dennis martinez,,m,0,,agua del simbol,imoses@yahoo.com,1962/03/09
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021/01/29,michelle peterson,,f,0,,edmundo perkins,aaguirre@yahoo.com,1990/11/10
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/15,grant pena,,m,0,,cañadita,sullivannancy@gmail.com,1973/10/11
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/11,darlene nunez,,f,0,,aguada cecilio,elizabethlopez@gmail.com,1974/03/01
universidad tecnológica nacional,licenciatura en artes,2020/09/16,mr. brandon gill,,m,0,,cafferata,jesse05@hotmail.com,1985/03/02
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/16,mark ross,,m,0,,aromos,dylanmiller@yahoo.com,1935/07/16
universidad tecnológica nacional,licenciatura en psicología,2020/10/29,meredith brown,,f,0,,25 de mayo,xjuarez@hotmail.com,1934/08/03
universidad tecnológica nacional,diseño industrial,2021/01/10,john jones,,m,0,,colonia japonesa,christopher09@gmail.com,2018/05/13
universidad tecnológica nacional,contador público ,2020/10/23,johnathan hernandez,,m,0,,san fernando,pricegregory@hotmail.com,2000/01/15
universidad tecnológica nacional,licenciatura en administración ,2020/10/13,gregory christensen,,m,0,,aldea san jorge,lisamcpherson@yahoo.com,1976/11/06
